input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_delay_A_sec,output_delay_N_sec,weight_A,weight_N,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_d_EMV_sec,measured_d_veh_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
BO,20260607,9,bo_r09_001_tl106_dt21_ge32_qr45_tau74,106,21,32,0.45,0.74,144.92,75.77,10.00,1.00,10:1,138.63,219.08016,364.0,144.91984,75.771645,135.117647,0,19
BO,20260607,9,bo_r09_002_tl105_dt75_ge12_qr84_tau87,105,75,12,0.84,0.87,290.92,92.83,10.00,1.00,10:1,272.91,219.08016,510.0,290.91984,92.825363,166.287016,0,58
BO,20260607,9,bo_r09_003_tl42_dt234_ge39_qr55_tau84,42,234,39,0.55,0.84,274.92,81.03,10.00,1.00,10:1,257.29,219.08016,494.0,274.91984,81.030515,156.880952,0,32
BO,20260607,9,bo_r09_004_tl119_dt231_ge27_qr7_tau70,119,231,27,0.07,0.7,287.92,86.12,10.00,1.00,10:1,269.57,219.08016,507.0,287.91984,86.123973,155.93911,1,43
BO,20260607,9,bo_r09_005_tl57_dt68_ge11_qr91_tau90,57,68,11,0.91,0.9,210.92,88.29,10.00,1.00,10:1,199.77,219.08016,430.0,210.91984,88.293612,161.824691,0,58
BO,20260607,9,bo_r09_006_tl32_dt111_ge6_qr52_tau83,32,111,6,0.52,0.83,262.92,101.62,10.00,1.00,10:1,248.26,219.08016,482.0,262.91984,101.619933,165.653333,0,69
BO,20260607,10,bo_r10_001_tl78_dt33_ge41_qr96_tau79,78,33,41,0.96,0.79,144.92,86.55,10.00,1.00,10:1,139.61,219.08016,364.0,144.91984,86.547229,148.356522,0,20
BO,20260607,10,bo_r10_002_tl33_dt142_ge15_qr0_tau74,33,142,15,0.0,0.74,267.92,86.03,10.00,1.00,10:1,251.38,219.08016,487.0,267.91984,86.0306,157.871122,1,51
BO,20260607,10,bo_r10_003_tl111_dt95_ge35_qr42_tau87,111,95,35,0.42,0.87,370.92,89.35,10.00,1.00,10:1,345.32,219.08016,590.0,370.91984,89.349682,174.587174,0,41
BO,20260607,10,bo_r10_004_tl119_dt133_ge13_qr83_tau76,119,133,13,0.83,0.76,355.92,93.20,10.00,1.00,10:1,332.04,219.08016,575.0,355.91984,93.202324,163.941423,0,65
BO,20260607,10,bo_r10_005_tl103_dt217_ge30_qr85_tau82,103,217,30,0.85,0.82,286.92,75.40,10.00,1.00,10:1,267.69,219.08016,506.0,286.91984,75.397098,148.310263,0,40
BO,20260607,10,bo_r10_006_tl2_dt95_ge46_qr94_tau71,2,95,46,0.94,0.71,162.92,87.44,10.00,1.00,10:1,156.06,219.08016,382.0,162.91984,87.442879,140.032432,0,22
BO,20260607,11,bo_r11_001_tl70_dt39_ge50_qr97_tau90,70,39,50,0.97,0.9,144.92,88.61,10.00,1.00,10:1,139.80,219.08016,364.0,144.91984,88.609328,136.757188,0,18
BO,20260607,11,bo_r11_002_tl119_dt36_ge32_qr92_tau87,119,36,32,0.92,0.87,108.92,81.92,10.00,1.00,10:1,106.47,219.08016,328.0,108.91984,81.922857,143.604106,0,23
BO,20260607,11,bo_r11_003_tl119_dt53_ge41_qr88_tau89,119,53,41,0.88,0.89,190.92,84.80,10.00,1.00,10:1,181.27,219.08016,410.0,190.91984,84.797806,137.683924,0,27
BO,20260607,11,bo_r11_004_tl119_dt97_ge38_qr81_tau88,119,97,38,0.81,0.88,292.92,87.71,10.00,1.00,10:1,274.26,219.08016,512.0,292.91984,87.711451,163.417234,0,36
BO,20260607,11,bo_r11_005_tl115_dt181_ge44_qr91_tau84,115,181,44,0.91,0.84,248.92,80.57,10.00,1.00,10:1,233.62,219.08016,468.0,248.91984,80.572424,140.334225,0,29
BO,20260607,11,bo_r11_006_tl44_dt9_ge38_qr99_tau90,44,9,38,0.99,0.9,177.92,81.68,10.00,1.00,10:1,169.17,219.08016,397.0,177.91984,81.682395,139.373333,0,18
BO,20260607,12,bo_r12_001_tl51_dt11_ge50_qr97_tau88,51,11,50,0.97,0.88,161.92,86.17,10.00,1.00,10:1,155.03,219.08016,381.0,161.91984,86.170474,142.315789,0,17
BO,20260607,12,bo_r12_002_tl119_dt0_ge40_qr60_tau88,119,0,40,0.6,0.88,297.92,84.08,10.00,1.00,10:1,278.48,219.08016,517.0,297.91984,84.07587,154.112385,0,35
BO,20260607,12,bo_r12_003_tl90_dt163_ge49_qr100_tau84,90,163,49,1.0,0.84,302.92,79.03,10.00,1.00,10:1,282.57,219.08016,522.0,302.91984,79.031844,169.578313,0,31
BO,20260607,12,bo_r12_004_tl107_dt175_ge48_qr89_tau84,107,175,48,0.89,0.84,303.92,80.26,10.00,1.00,10:1,283.59,219.08016,523.0,303.91984,80.258975,164.523913,0,32
BO,20260607,12,bo_r12_005_tl115_dt164_ge50_qr61_tau88,115,164,50,0.61,0.88,400.92,78.81,10.00,1.00,10:1,371.64,219.08016,620.0,400.91984,78.809575,179.611429,0,34
BO,20260607,12,bo_r12_006_tl121_dt149_ge35_qr68_tau89,121,149,35,0.68,0.89,262.92,90.00,10.00,1.00,10:1,247.20,219.08016,482.0,262.91984,89.99789,150.769802,0,34
BO,20260607,13,bo_r13_001_tl95_dt84_ge39_qr94_tau88,95,84,39,0.94,0.88,299.92,84.36,10.00,1.00,10:1,280.32,219.08016,519.0,299.91984,84.358144,150.75,0,36
BO,20260607,13,bo_r13_002_tl98_dt222_ge44_qr91_tau90,98,222,44,0.91,0.9,248.92,80.57,10.00,1.00,10:1,233.62,219.08016,468.0,248.91984,80.572424,140.334225,0,29
BO,20260607,13,bo_r13_003_tl103_dt40_ge48_qr100_tau83,103,40,48,1.0,0.83,137.92,88.67,10.00,1.00,10:1,133.44,219.08016,357.0,137.91984,88.668106,167.571157,0,19
BO,20260607,13,bo_r13_004_tl115_dt6_ge46_qr59_tau89,115,6,46,0.59,0.89,180.92,92.55,10.00,1.00,10:1,172.89,219.08016,400.0,180.91984,92.545809,148.832432,0,18
BO,20260607,13,bo_r13_005_tl118_dt26_ge47_qr97_tau84,118,26,47,0.97,0.84,137.92,78.59,10.00,1.00,10:1,132.53,219.08016,357.0,137.91984,78.594165,142.355882,0,17
BO,20260607,13,bo_r13_006_tl119_dt67_ge45_qr85_tau89,119,67,45,0.85,0.89,191.92,77.30,10.00,1.00,10:1,181.50,219.08016,411.0,191.91984,77.299898,138.926121,0,25
BO,20260607,14,bo_r14_001_tl114_dt161_ge49_qr97_tau85,114,161,49,0.97,0.85,302.92,79.03,10.00,1.00,10:1,282.57,219.08016,522.0,302.91984,79.031844,169.578313,0,31
BO,20260607,14,bo_r14_002_tl121_dt13_ge50_qr98_tau90,121,13,50,0.98,0.9,145.92,79.26,10.00,1.00,10:1,139.86,219.08016,365.0,145.91984,79.258907,135.130573,0,17
BO,20260607,14,bo_r14_003_tl76_dt26_ge48_qr70_tau89,76,26,48,0.7,0.89,137.92,78.59,10.00,1.00,10:1,132.53,219.08016,357.0,137.91984,78.594165,142.355882,0,17
BO,20260607,14,bo_r14_004_tl98_dt37_ge29_qr76_tau90,98,37,29,0.76,0.9,113.92,81.98,10.00,1.00,10:1,111.02,219.08016,333.0,113.91984,81.981084,144.011869,0,26
BO,20260607,14,bo_r14_005_tl98_dt62_ge44_qr94_tau83,98,62,44,0.94,0.83,238.92,77.27,10.00,1.00,10:1,224.22,219.08016,458.0,238.91984,77.272404,148.921182,0,29
BO,20260607,14,bo_r14_006_tl118_dt39_ge22_qr78_tau88,118,39,22,0.78,0.88,136.92,82.44,10.00,1.00,10:1,131.97,219.08016,356.0,136.91984,82.437946,141.466867,0,31
BO,20260607,15,bo_r15_001_tl113_dt134_ge30_qr91_tau89,113,134,30,0.91,0.89,286.92,75.40,10.00,1.00,10:1,267.69,219.08016,506.0,286.91984,75.397098,148.310263,0,40
BO,20260607,15,bo_r15_002_tl118_dt21_ge36_qr75_tau88,118,21,36,0.75,0.88,144.92,75.77,10.00,1.00,10:1,138.63,219.08016,364.0,144.91984,75.771645,135.117647,0,19
BO,20260607,15,bo_r15_003_tl62_dt4_ge50_qr77_tau89,62,4,50,0.77,0.89,283.92,89.58,10.00,1.00,10:1,266.25,219.08016,503.0,283.91984,89.576734,167.32243,0,18
BO,20260607,15,bo_r15_004_tl100_dt115_ge23_qr100_tau88,100,115,23,1.0,0.88,280.92,81.59,10.00,1.00,10:1,262.80,219.08016,500.0,280.91984,81.593883,153.95082,0,44
BO,20260607,15,bo_r15_005_tl119_dt65_ge43_qr84_tau82,119,65,43,0.84,0.82,191.92,79.06,10.00,1.00,10:1,181.66,219.08016,411.0,191.91984,79.058077,136.287671,0,25
BO,20260607,15,bo_r15_006_tl103_dt17_ge25_qr97_tau85,103,17,25,0.97,0.85,145.92,86.23,10.00,1.00,10:1,140.49,219.08016,365.0,145.91984,86.233588,155.309278,0,21
BO,20260607,16,bo_r16_001_tl89_dt181_ge44_qr95_tau89,89,181,44,0.95,0.89,248.92,80.57,10.00,1.00,10:1,233.62,219.08016,468.0,248.91984,80.572424,140.334225,0,29
BO,20260607,16,bo_r16_002_tl94_dt23_ge42_qr100_tau86,94,23,42,1.0,0.86,144.92,77.03,10.00,1.00,10:1,138.75,219.08016,364.0,144.91984,77.028286,135.844237,0,17
BO,20260607,16,bo_r16_003_tl94_dt74_ge46_qr91_tau88,94,74,46,0.91,0.88,266.92,78.47,10.00,1.00,10:1,249.79,219.08016,486.0,266.91984,78.467465,144.253731,0,30
BO,20260607,16,bo_r16_004_tl97_dt78_ge49_qr78_tau88,97,78,49,0.78,0.88,264.92,77.62,10.00,1.00,10:1,247.89,219.08016,484.0,264.91984,77.61809,158.707265,0,28
BO,20260607,16,bo_r16_005_tl103_dt90_ge42_qr78_tau89,103,90,42,0.78,0.89,190.92,76.02,10.00,1.00,10:1,180.47,219.08016,410.0,190.91984,76.018077,137.429775,0,28
BO,20260607,16,bo_r16_006_tl110_dt113_ge33_qr91_tau88,110,113,33,0.91,0.88,363.92,89.46,10.00,1.00,10:1,338.97,219.08016,583.0,363.91984,89.460827,169.606557,0,42
BO,20260607,17,bo_r17_001_tl78_dt8_ge46_qr92_tau89,78,8,46,0.92,0.89,164.92,79.52,10.00,1.00,10:1,157.16,219.08016,384.0,164.91984,79.518874,136.539726,0,18
BO,20260607,17,bo_r17_002_tl97_dt195_ge42_qr100_tau90,97,195,42,1.0,0.9,281.92,79.19,10.00,1.00,10:1,263.49,219.08016,501.0,281.91984,79.188815,155.643373,0,31
BO,20260607,17,bo_r17_003_tl100_dt16_ge48_qr90_tau84,100,16,48,0.9,0.84,144.92,79.76,10.00,1.00,10:1,139.00,219.08016,364.0,144.91984,79.758103,138.722397,0,17
BO,20260607,17,bo_r17_004_tl110_dt111_ge27_qr98_tau90,110,111,27,0.98,0.9,265.92,78.67,10.00,1.00,10:1,248.90,219.08016,485.0,265.91984,78.668212,151.574661,0,41
BO,20260607,17,bo_r17_005_tl120_dt28_ge27_qr98_tau86,120,28,27,0.98,0.86,167.92,76.49,10.00,1.00,10:1,159.61,219.08016,387.0,167.91984,76.491725,143.837681,0,26
BO,20260607,17,bo_r17_006_tl63_dt17_ge37_qr95_tau90,63,17,37,0.95,0.9,158.92,85.06,10.00,1.00,10:1,152.20,219.08016,378.0,158.91984,85.05552,151.618799,0,19
BO,20260607,18,bo_r18_001_tl97_dt85_ge38_qr95_tau88,97,85,38,0.95,0.88,220.92,89.49,10.00,1.00,10:1,208.97,219.08016,440.0,220.91984,89.485886,136.695418,0,30
BO,20260607,18,bo_r18_002_tl102_dt62_ge39_qr83_tau88,102,62,39,0.83,0.88,299.92,83.77,10.00,1.00,10:1,280.27,219.08016,519.0,299.91984,83.767889,162.691954,0,37
BO,20260607,18,bo_r18_003_tl103_dt155_ge49_qr97_tau86,103,155,49,0.97,0.86,302.92,79.03,10.00,1.00,10:1,282.57,219.08016,522.0,302.91984,79.031844,169.578313,0,31
BO,20260607,18,bo_r18_004_tl109_dt81_ge39_qr95_tau86,109,81,39,0.95,0.86,299.92,84.36,10.00,1.00,10:1,280.32,219.08016,519.0,299.91984,84.358144,150.75,0,36
BO,20260607,18,bo_r18_005_tl115_dt45_ge42_qr76_tau90,115,45,42,0.76,0.9,225.92,82.69,10.00,1.00,10:1,212.90,219.08016,445.0,225.91984,82.688251,140.791444,0,27
BO,20260607,18,bo_r18_006_tl105_dt27_ge47_qr96_tau81,105,27,47,0.96,0.81,139.92,81.41,10.00,1.00,10:1,134.60,219.08016,359.0,139.91984,81.412227,134.940063,0,18
BO,20260607,19,bo_r19_001_tl84_dt209_ge49_qr97_tau90,84,209,49,0.97,0.9,302.92,79.03,10.00,1.00,10:1,282.57,219.08016,522.0,302.91984,79.031844,169.578313,0,31
BO,20260607,19,bo_r19_002_tl99_dt101_ge32_qr96_tau90,99,101,32,0.96,0.9,316.92,91.59,10.00,1.00,10:1,296.44,219.08016,536.0,316.91984,91.588261,155.846154,0,40
BO,20260607,19,bo_r19_003_tl100_dt73_ge42_qr88_tau87,100,73,42,0.88,0.87,232.92,76.27,10.00,1.00,10:1,218.68,219.08016,452.0,232.91984,76.269877,137.402116,0,28
BO,20260607,19,bo_r19_004_tl115_dt29_ge43_qr90_tau85,115,29,43,0.9,0.85,137.92,92.87,10.00,1.00,10:1,133.82,219.08016,357.0,137.91984,92.866157,158.725446,0,20
BO,20260607,19,bo_r19_005_tl115_dt36_ge41_qr49_tau90,115,36,41,0.49,0.9,109.92,84.34,10.00,1.00,10:1,107.59,219.08016,329.0,109.91984,84.343362,148.5,0,19
BO,20260607,19,bo_r19_006_tl86_dt100_ge44_qr99_tau83,86,100,44,0.99,0.83,189.92,79.45,10.00,1.00,10:1,179.88,219.08016,409.0,189.91984,79.448658,145.393782,0,28
BO,20260607,20,bo_r20_001_tl76_dt1_ge48_qr92_tau86,76,1,48,0.92,0.86,264.92,89.58,10.00,1.00,10:1,248.98,219.08016,484.0,264.91984,89.58386,167.941038,0,17
BO,20260607,20,bo_r20_002_tl76_dt19_ge49_qr85_tau89,76,19,49,0.85,0.89,144.92,79.19,10.00,1.00,10:1,138.94,219.08016,364.0,144.91984,79.188933,146.939481,0,17
BO,20260607,20,bo_r20_003_tl95_dt16_ge46_qr100_tau87,95,16,46,1.0,0.87,144.92,79.76,10.00,1.00,10:1,139.00,219.08016,364.0,144.91984,79.758103,138.722397,0,17
BO,20260607,20,bo_r20_004_tl108_dt100_ge44_qr99_tau90,108,100,44,0.99,0.9,189.92,79.45,10.00,1.00,10:1,179.88,219.08016,409.0,189.91984,79.448658,145.393782,0,28
BO,20260607,20,bo_r20_005_tl109_dt32_ge35_qr85_tau85,109,32,35,0.85,0.85,138.92,83.41,10.00,1.00,10:1,133.87,219.08016,358.0,138.91984,83.414396,133.357143,0,21
BO,20260607,20,bo_r20_006_tl113_dt81_ge48_qr51_tau89,113,81,48,0.51,0.89,252.92,74.41,10.00,1.00,10:1,236.69,219.08016,472.0,252.91984,74.41418,138.911227,0,28
BO,20260607,21,bo_r21_001_tl99_dt47_ge36_qr100_tau86,99,47,36,1.0,0.86,171.92,88.45,10.00,1.00,10:1,164.33,219.08016,391.0,171.91984,88.454223,138.117647,0,26
BO,20260607,21,bo_r21_002_tl101_dt18_ge40_qr100_tau90,101,18,40,1.0,0.9,165.92,87.50,10.00,1.00,10:1,158.79,219.08016,385.0,165.91984,87.497356,156.319693,0,19
BO,20260607,21,bo_r21_003_tl121_dt80_ge50_qr70_tau85,121,80,50,0.7,0.85,220.92,73.64,10.00,1.00,10:1,207.53,219.08016,440.0,220.91984,73.635267,135.096685,0,27
BO,20260607,21,bo_r21_004_tl120_dt209_ge40_qr91_tau86,120,209,40,0.91,0.86,297.92,84.08,10.00,1.00,10:1,278.48,219.08016,517.0,297.91984,84.07587,154.112385,0,35
BO,20260607,21,bo_r21_005_tl120_dt58_ge13_qr94_tau87,120,58,13,0.94,0.87,230.92,89.58,10.00,1.00,10:1,218.07,219.08016,450.0,230.91984,89.578069,154.354922,0,50
BO,20260607,21,bo_r21_006_tl39_dt18_ge43_qr99_tau88,39,18,43,0.99,0.88,164.92,85.45,10.00,1.00,10:1,157.70,219.08016,384.0,164.91984,85.448575,152.095607,0,19
BO,20260607,22,bo_r22_001_tl81_dt78_ge50_qr80_tau90,81,78,50,0.8,0.9,220.92,73.64,10.00,1.00,10:1,207.53,219.08016,440.0,220.91984,73.635267,135.096685,0,27
BO,20260607,22,bo_r22_002_tl102_dt228_ge48_qr91_tau89,102,228,48,0.91,0.89,303.92,80.26,10.00,1.00,10:1,283.59,219.08016,523.0,303.91984,80.258975,164.523913,0,32
BO,20260607,22,bo_r22_003_tl103_dt53_ge50_qr97_tau89,103,53,50,0.97,0.89,145.92,86.06,10.00,1.00,10:1,140.48,219.08016,365.0,145.91984,86.058016,136.608974,0,21
BO,20260607,22,bo_r22_004_tl108_dt7_ge39_qr77_tau90,108,7,39,0.77,0.9,167.92,81.69,10.00,1.00,10:1,160.08,219.08016,387.0,167.91984,81.693893,136.926829,0,17
BO,20260607,22,bo_r22_005_tl100_dt38_ge48_qr89_tau83,100,38,48,0.89,0.83,138.92,87.18,10.00,1.00,10:1,134.22,219.08016,358.0,138.91984,87.183916,153.373576,0,19
BO,20260607,22,bo_r22_006_tl104_dt157_ge23_qr98_tau90,104,157,23,0.98,0.9,195.92,78.49,10.00,1.00,10:1,185.24,219.08016,415.0,195.91984,78.492917,142.033248,0,38
BO,20260607,23,bo_r23_001_tl106_dt177_ge42_qr81_tau90,106,177,42,0.81,0.9,281.92,79.19,10.00,1.00,10:1,263.49,219.08016,501.0,281.91984,79.188815,155.643373,0,31
BO,20260607,23,bo_r23_002_tl108_dt51_ge47_qr92_tau85,108,51,47,0.92,0.85,158.92,84.90,10.00,1.00,10:1,152.19,219.08016,378.0,158.91984,84.901951,137.678788,0,22
BO,20260607,23,bo_r23_003_tl113_dt39_ge21_qr95_tau89,113,39,21,0.95,0.89,137.92,94.23,10.00,1.00,10:1,133.95,219.08016,357.0,137.91984,94.232266,151.936508,0,31
BO,20260607,23,bo_r23_004_tl120_dt95_ge41_qr88_tau90,120,95,41,0.88,0.9,137.92,77.60,10.00,1.00,10:1,132.44,219.08016,357.0,137.91984,77.599735,135.157556,0,26
BO,20260607,23,bo_r23_005_tl119_dt229_ge39_qr97_tau86,119,229,39,0.97,0.86,269.92,83.83,10.00,1.00,10:1,253.00,219.08016,489.0,269.91984,83.828629,152.267773,0,33
BO,20260607,23,bo_r23_006_tl78_dt191_ge38_qr99_tau89,78,191,38,0.99,0.89,298.92,86.19,10.00,1.00,10:1,279.58,219.08016,518.0,298.91984,86.193655,145.207459,0,35
BO,20260607,24,bo_r24_001_tl98_dt27_ge49_qr100_tau82,98,27,49,1.0,0.82,137.92,81.54,10.00,1.00,10:1,132.79,219.08016,357.0,137.91984,81.538308,135.750809,0,17
BO,20260607,24,bo_r24_002_tl111_dt25_ge47_qr67_tau88,111,25,47,0.67,0.88,137.92,76.94,10.00,1.00,10:1,132.38,219.08016,357.0,137.91984,76.939881,136.172524,0,17
BO,20260607,24,bo_r24_003_tl120_dt18_ge44_qr96_tau81,120,18,44,0.96,0.81,165.92,84.15,10.00,1.00,10:1,158.49,219.08016,385.0,165.91984,84.147762,151.284974,0,19
BO,20260607,24,bo_r24_004_tl107_dt47_ge20_qr94_tau89,107,47,20,0.94,0.89,254.92,93.77,10.00,1.00,10:1,240.27,219.08016,474.0,254.91984,93.774257,160.890511,0,41
BO,20260607,24,bo_r24_005_tl97_dt103_ge26_qr90_tau90,97,103,26,0.9,0.9,190.92,79.38,10.00,1.00,10:1,180.78,219.08016,410.0,190.91984,79.376699,135.966387,0,35
BO,20260607,24,bo_r24_006_tl118_dt14_ge29_qr94_tau83,118,14,29,0.94,0.83,145.92,79.67,10.00,1.00,10:1,139.90,219.08016,365.0,145.91984,79.666674,135.288889,0,18
BO,20260607,25,bo_r25_001_tl94_dt17_ge36_qr84_tau89,94,17,36,0.84,0.89,158.92,85.13,10.00,1.00,10:1,152.21,219.08016,378.0,158.91984,85.12869,151.292105,0,19
BO,20260607,25,bo_r25_002_tl98_dt123_ge30_qr96_tau90,98,123,30,0.96,0.9,286.92,75.40,10.00,1.00,10:1,267.69,219.08016,506.0,286.91984,75.397098,148.310263,0,40
BO,20260607,25,bo_r25_003_tl101_dt169_ge37_qr100_tau89,101,169,37,1.0,0.89,412.92,87.47,10.00,1.00,10:1,383.33,219.08016,632.0,412.91984,87.466851,171.722642,0,40
BO,20260607,25,bo_r25_004_tl99_dt54_ge33_qr97_tau86,99,54,33,0.97,0.86,239.92,83.08,10.00,1.00,10:1,225.66,219.08016,459.0,239.91984,83.076823,145.834197,0,32
BO,20260607,25,bo_r25_005_tl119_dt130_ge46_qr56_tau89,119,130,46,0.56,0.89,200.92,81.06,10.00,1.00,10:1,190.02,219.08016,420.0,200.91984,81.06396,135.519774,0,26
BO,20260607,25,bo_r25_006_tl53_dt26_ge42_qr95_tau88,53,26,42,0.95,0.88,138.92,80.81,10.00,1.00,10:1,133.64,219.08016,358.0,138.91984,80.81125,146.67052,0,18
BO,20260607,26,bo_r26_001_tl103_dt161_ge48_qr87_tau90,103,161,48,0.87,0.9,303.92,80.26,10.00,1.00,10:1,283.59,219.08016,523.0,303.91984,80.258975,164.523913,0,32
BO,20260607,26,bo_r26_002_tl117_dt28_ge46_qr100_tau90,117,28,46,1.0,0.9,168.92,86.58,10.00,1.00,10:1,161.43,219.08016,388.0,168.91984,86.578392,149.604222,0,21
BO,20260607,26,bo_r26_003_tl101_dt98_ge39_qr80_tau87,101,98,39,0.8,0.87,489.92,80.89,10.00,1.00,10:1,452.74,219.08016,709.0,489.91984,80.887635,185.785838,0,45
BO,20260607,26,bo_r26_004_tl109_dt6_ge48_qr65_tau84,109,6,48,0.65,0.84,181.92,95.17,10.00,1.00,10:1,174.03,219.08016,401.0,181.91984,95.173908,162.60804,0,18
BO,20260607,26,bo_r26_005_tl112_dt27_ge47_qr59_tau86,112,27,47,0.59,0.86,139.92,81.41,10.00,1.00,10:1,134.60,219.08016,359.0,139.91984,81.412227,134.940063,0,18
BO,20260607,26,bo_r26_006_tl105_dt71_ge46_qr61_tau87,105,71,46,0.61,0.87,253.92,77.79,10.00,1.00,10:1,237.91,219.08016,473.0,253.91984,77.792289,139.007853,0,28
BO,20260607,27,bo_r27_001_tl91_dt43_ge31_qr98_tau88,91,43,31,0.98,0.88,185.92,83.32,10.00,1.00,10:1,176.59,219.08016,405.0,185.91984,83.320116,146.362117,0,30
BO,20260607,27,bo_r27_002_tl114_dt90_ge27_qr99_tau90,114,90,27,0.99,0.9,276.92,80.75,10.00,1.00,10:1,259.09,219.08016,496.0,276.91984,80.748658,155.670913,0,40
BO,20260607,27,bo_r27_003_tl118_dt181_ge27_qr99_tau88,118,181,27,0.99,0.88,222.92,77.46,10.00,1.00,10:1,209.70,219.08016,442.0,222.91984,77.459426,135.914439,0,38
BO,20260607,27,bo_r27_004_tl119_dt165_ge31_qr86_tau89,119,165,31,0.86,0.89,308.92,86.56,10.00,1.00,10:1,288.71,219.08016,528.0,308.91984,86.561744,146.450116,0,39
BO,20260607,27,bo_r27_005_tl93_dt44_ge36_qr75_tau90,93,44,36,0.75,0.9,176.92,83.81,10.00,1.00,10:1,168.46,219.08016,396.0,176.91984,83.812311,144.95614,0,29
BO,20260607,27,bo_r27_006_tl101_dt55_ge47_qr56_tau90,101,55,47,0.56,0.9,176.92,86.20,10.00,1.00,10:1,168.67,219.08016,396.0,176.91984,86.197727,145.664103,0,22
BO,20260607,28,bo_r28_001_tl113_dt189_ge41_qr86_tau89,113,189,41,0.86,0.89,241.92,77.60,10.00,1.00,10:1,226.98,219.08016,461.0,241.91984,77.600402,134.731579,0,32
BO,20260607,28,bo_r28_002_tl121_dt22_ge35_qr100_tau86,121,22,35,1.0,0.86,137.92,76.93,10.00,1.00,10:1,132.38,219.08016,357.0,137.91984,76.93267,133.016234,0,17
BO,20260607,28,bo_r28_003_tl64_dt164_ge46_qr100_tau89,64,164,46,1.0,0.89,344.92,79.78,10.00,1.00,10:1,320.82,219.08016,564.0,344.91984,79.779981,160.561441,0,32
BO,20260607,28,bo_r28_004_tl92_dt104_ge48_qr71_tau88,92,104,48,0.71,0.88,283.92,79.68,10.00,1.00,10:1,265.35,219.08016,503.0,283.91984,79.678093,161.277904,0,28
BO,20260607,28,bo_r28_005_tl100_dt129_ge44_qr76_tau87,100,129,44,0.76,0.87,248.92,80.57,10.00,1.00,10:1,233.62,219.08016,468.0,248.91984,80.572424,140.334225,0,29
BO,20260607,28,bo_r28_006_tl97_dt178_ge45_qr79_tau87,97,178,45,0.79,0.87,254.92,76.28,10.00,1.00,10:1,238.68,219.08016,474.0,254.91984,76.276682,149.970732,0,27
BO,20260607,29,bo_r29_001_tl60_dt79_ge44_qr97_tau90,60,79,44,0.97,0.9,290.92,72.80,10.00,1.00,10:1,271.09,219.08016,510.0,290.91984,72.795999,139.781863,0,33
BO,20260607,29,bo_r29_002_tl87_dt11_ge40_qr91_tau87,87,11,40,0.91,0.87,161.92,86.17,10.00,1.00,10:1,155.03,219.08016,381.0,161.91984,86.170474,142.315789,0,17
BO,20260607,29,bo_r29_003_tl105_dt171_ge41_qr94_tau90,105,171,41,0.94,0.9,241.92,77.60,10.00,1.00,10:1,226.98,219.08016,461.0,241.91984,77.600402,134.731579,0,32
BO,20260607,29,bo_r29_004_tl118_dt130_ge45_qr92_tau88,118,130,45,0.92,0.88,254.92,76.28,10.00,1.00,10:1,238.68,219.08016,474.0,254.91984,76.276682,149.970732,0,27
BO,20260607,29,bo_r29_005_tl108_dt145_ge42_qr80_tau88,108,145,42,0.8,0.88,281.92,79.19,10.00,1.00,10:1,263.49,219.08016,501.0,281.91984,79.188815,155.643373,0,31
BO,20260607,29,bo_r29_006_tl80_dt119_ge40_qr90_tau89,80,119,40,0.9,0.89,325.92,85.68,10.00,1.00,10:1,304.08,219.08016,545.0,325.91984,85.683045,169.878968,0,37
BO,20260607,30,bo_r30_001_tl64_dt68_ge48_qr95_tau89,64,68,48,0.95,0.89,193.92,78.39,10.00,1.00,10:1,183.42,219.08016,413.0,193.91984,78.393439,138.200573,0,24
BO,20260607,30,bo_r30_002_tl72_dt138_ge50_qr96_tau88,72,138,50,0.96,0.88,400.92,78.81,10.00,1.00,10:1,371.64,219.08016,620.0,400.91984,78.809575,179.611429,0,34
BO,20260607,30,bo_r30_003_tl110_dt17_ge37_qr95_tau89,110,17,37,0.95,0.89,158.92,85.06,10.00,1.00,10:1,152.20,219.08016,378.0,158.91984,85.05552,151.618799,0,19
BO,20260607,30,bo_r30_004_tl113_dt18_ge28_qr94_tau90,113,18,28,0.94,0.9,177.92,86.34,10.00,1.00,10:1,169.59,219.08016,397.0,177.91984,86.33701,154.350515,0,21
BO,20260607,30,bo_r30_005_tl121_dt199_ge48_qr93_tau83,121,199,48,0.93,0.83,303.92,80.26,10.00,1.00,10:1,283.59,219.08016,523.0,303.91984,80.258975,164.523913,0,32
BO,20260607,30,bo_r30_006_tl113_dt73_ge40_qr74_tau87,113,73,40,0.74,0.87,264.92,83.80,10.00,1.00,10:1,248.45,219.08016,484.0,264.91984,83.801327,154.650367,0,31
BO,20260607,31,bo_r31_001_tl97_dt60_ge38_qr79_tau90,97,60,38,0.79,0.9,272.92,82.74,10.00,1.00,10:1,255.63,219.08016,492.0,272.91984,82.738591,164.304762,0,33
BO,20260607,31,bo_r31_002_tl102_dt71_ge49_qr93_tau83,102,71,49,0.93,0.83,237.92,84.06,10.00,1.00,10:1,223.93,219.08016,457.0,237.91984,84.060199,135.856383,0,27
