mapwide_id,source_edge,sink_edge,route_edges,route_edge_count,depart,reason
expanded_v7_mapwide_00207,183521178#3,-233526454#0,183521178#3 183521178#4 183521178#5 183521178#6 183521178#7 183521178#8 183521178#9 183521195#0 183521195#1 183521195#2 183521195#3 1455546617#0 1455546617#1 1455546618#0 1455546618#1 1455546619 184083202 1455527231#0 1455527231#1 1455527231#2 1455527231#3 1455527231#4 1455527231#6 1455527231#7 1455527231#8 184083240 1458158606 517641011#0 517641011#1 517641011#2 517641011#3 517641011#4 517641011#5 -318750942#5 -318750942#3 -419750461#3 -419752064#6 -419752064#5 -419752064#4 -419752064#3 -419752064#2 -419752064#1 788674833 -419752056#0 -245063565#6 -245063565#5 -245063565#4 -245063565#3 419750460 -233526454#1 -233526454#0,51,1179.58,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00208,272232099#1,-419812285#0,272232099#1 272263605#0 272263605#1 272263605#2 -273639501#2 -273639501#1 -273638834#8 -273638834#6 -273638834#5 -273638834#4 -273638834#3 -273638834#2 -273638834#1 219696192#0 219696192#1 219696192#3 219696192#4 219696192#5 219696192#6 219696192#7 219696192#9 824132484#1 824132486 420383141#0 420383141#1 -506162633 517641026#0 517641026#1 517641026#2 517641026#3 -180190213#11 -233651332#3 233651294#0 233651294#1 233651294#2 233651294#3 -419812286#7 233651265 329261473#0 -184445043#0 -419812286#5 -419812286#4 -419812286#3 -419812286#2 -419812286#1 -419812286#0 -419812287#0 -419812285#0,48,1184.50,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00209,37400087#2,-273647557,37400087#2 176728954 493183992#3 -1424068313#5 -1424068313#4 -1424068313#3 -1424068313#2 -1424068313#1 176728952#0 176728952#1 176728952#2 176728952#3 183272613#0 183272613#1 899373686#6 619147734 198566324#0 919984684 619147730#3 1499619449#0 1499619449#1 1499619449#2 1499619448 1499619447#0 1499619447#1 383097727#0 383097727#1 -383097714 383097722#0 781985788#0 781985786#1 781985786#2 781985786#3 781985786#4 781985786#5 781985786#6 781985786#7 781985786#8 781985784 781985783 781985779#0 781985779#1 781985792#0 781985792#1 781985792#2 781985792#3 273638834#1 273638834#2 273638834#3 273638834#4 273638834#5 273638834#6 273638834#8 223418965#3 223418965#4 223418965#6 223418965#7 223418965#8 223418965#9 223418965#10 223418965#11 223418965#12 223418965#13 223418965#14 273647556#1 -273647557,66,1190.86,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00210,-239357573#20,-1004836024,-239357573#20 -239357573#19 381458581#1 381458607 -381458587#0 381458592#2 381458600#0 381458600#1 -218681380#1 -218681380#0 -520307305#4 -520307305#3 -520307305#2 -520307305#1 -520307305#0 -37928420#2 -37928420#1 -37928420#0 218662402#0 218662402#1 520307306 913009311 1126339777#0 1126339777#1 -420331831 117914348#0 117914348#1 117914351#0 117914351#2 -420331825#0 913006754#9 1455512067 428260110 381453328#0 -381453321#4 -381453321#2 -381453321#1 381453320#1 -420348556#2 -420348556#1 -420348556#0 381453325#1 -198564928#25 -198564928#24 -198564928#21 -198564928#20 -198564928#19 -198564928#18 -198564928#17 -198564928#16 -198564928#15 -198564928#14 -198564928#13 -198564928#12 -117914848#7 -381456441 -170403787#0 -170403779 219696192#9 824132484#1 824132486 420383141#0 420383141#1 -506162633 1212424791#0 1212424791#1 1212424791#2 1212424791#3 1212424791#4 1212424791#5 1212424791#6 1212424791#7 1212424791#8 908694579 656122981#0 656122981#1 656122981#2 -1004836024,78,1197.21,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00211,-376666930#2,1495080554#3,-376666930#2 -376666930#1 -376666932#3 -376666932#2 -376666932#1 -376666932#0 468168887#2 468168887#3 468168887#4 -526967879#3 -526967879#2 -526967879#1 -526967879#0 -37403484#5 464656382#0 464656382#1 464656382#2 464656383#0 464656383#2 464656383#3 -326189552#3 404539446#0 404539446#1 404539446#2 404539446#3 1495080554#2 1495080554#3,27,1203.56,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00212,381452132,420187963#0,381452132 -913009312#4 -913009312#3 -913009312#2 -913009312#1 -913009311 -520307306 -218662402#1 -218662402#0 37928420#0 37928420#1 37928420#2 520307305#0 520307305#1 520307305#2 520307305#3 520307305#4 520307305#5 218681380#1 -381458600#1 -381458600#0 -381458592#2 -381458592#1 -381458592#0 420187963#0,25,1209.92,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00213,228795463#4,381447829#0,228795463#4 198564928#10 198564928#11 198564928#12 198564928#13 198564928#14 198564928#15 198564928#16 198564928#17 198564928#18 198564928#19 198564928#20 198564928#21 198564928#24 198564928#25 198564928#26 198564928#27 198564928#28 -1455518728 -428260116#1 -428260116#0 -1455512067 -913006754#9 420331825#0 420331825#1 420331825#2 420331825#3 420331825#4 381447829#0,29,1216.27,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00214,-243542155#0,-381453329,-243542155#0 -243542154#3 -243542154#2 464461055 -243542154#0 921117704#1 1467498054 781985786#1 781985786#2 781985786#3 781985786#4 781985786#5 781985786#6 781985786#7 781985786#8 781985784 781985783 781985779#0 781985779#1 781985792#0 781985792#1 781985792#2 781985792#3 219696192#0 219696192#1 219696192#3 219696192#4 -228795471 -470453019#7 -470453019#6 -470453019#5 -470453019#4 -470453019#0 -420383160#0 198564928#12 198564928#13 198564928#14 198564928#15 198564928#16 198564928#17 198564928#18 198564928#19 198564928#20 198564928#21 198564928#24 198564928#25 -381453325#1 -420348560 -381453326#2 -381453326#1 -381453329,51,1222.62,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00215,1207199730#2,-348626442,1207199730#2 1207199730#3 170403826#0 170403826#1 170403826#2 170403826#3 37400684#1 37400684#2 37400684#3 732213462 620634300 1212424784 218769254#0 218769254#1 218769254#2 218769254#3 218769254#4 1456115797#0 184083252 218923184 1456115805 1381133418 117784417#2 117784417#3 -420348553 -117784415 117784421#2 117784421#3 117784421#4 198564928#28 -1455518728 -348626442,32,1228.98,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00216,-404539453#2,413953596#2,-404539453#2 -404539453#1 464656381#1 464656381#3 464656381#4 464656381#5 464656381#7 -464770435#2 -464770436 464770438#1 464770438#2 464770438#3 -464770442#0 351672094#2 351672094#3 464770443 464770445#1 1506939325#6 1506939325#7 1379887973#1 1339697074#1 244399270 37399713#1 37399713#2 37399713#3 244399271#1 773060731 -775222468#16 -775222468#15 -775222468#14 -775222468#13 -775222468#12 -775222468#11 -775222468#9 -775222468#8 -775222468#7 -775222468#6 -772873181#0 -273028084#9 -273028084#7 -273028084#6 -273028084#5 -273028084#4 -273028084#2 -273028084#1 -273028084#0 -913570918 273024752 781985786#6 781985786#7 781985786#8 1109231376 783692390#0 783692390#1 413953596#2,55,1235.33,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00217,-381730906,-920025286,-381730906 779239890 381730914#2 -381730893#1 -381730893#0 -381730908#5 -381730908#3 -381730908#2 -420108609#4 -420108609#3 -420108609#2 -420108609#1 -381730930#3 -381730930#1 -381730930#0 -83339285#5 -83339285#4 -83339285#3 -83339285#2 -83339285#1 -83339285#0 -381737978#2 381746718 420097207 420097198#1 -381746452#3 -381746452#2 340373565#6 340373565#7 340373565#8 340373565#9 -420103660#1 -420103660#0 -920025286,34,1241.68,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00218,223418965#9,-420187960#0,223418965#9 272232099#1 272263605#0 272263605#1 272263605#2 -273639055#6 -273639055#5 -273639055#4 -273639055#3 -273639055#2 -273639055#0 785130598#7 785130598#8 1455497343#0 785130601#1 785130602#1 272228339#0 272228339#1 272228339#2 272228339#3 272229587#5 268782329#0 268782329#1 268782233#2 268782233#3 268782233#4 268782233#5 -913006754#4 -381447823#1 -381447823#0 -913006754#1 -913006754#0 -913006753 -37403487#0 37928420#0 37928420#1 37928420#2 520307305#0 520307305#1 520307305#2 520307305#3 520307305#4 520307305#5 218681380#1 218681380#2 218681380#3 218681380#4 218681380#5 381458583#0 381458583#1 381458583#2 381458583#5 381458583#6 -420309398#1 239357571#0 381570313 -420187960#0,57,1248.03,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00219,1458158609,-381452134,1458158609 1458158608 1458158607 517641007 1458158597 219745508 1458158602 37400684#0 37400684#1 37400684#2 37400684#3 732213462 620634300 1212424784 218769254#0 218769254#1 218769254#2 218769254#3 218769254#4 1456115797#0 184083252 218923184 1456115805 1381133418 -1455524947#2 -1455524947#1 -1455524947#0 -117784416 913841953#0 913841953#2 -591142208#0 327035699#0 327035699#1 327035702#1 327035702#2 327035702#3 327035702#4 327035702#5 327035700#1 1455518729#2 1455518729#4 1455518729#5 1455518729#6 1455518729#7 183272587 -218773868#0 -913009312#10 -913009312#9 381452122#3 -381452175#3 -420319847 -381452149#0 381452160#1 381452160#2 -381452180#1 -381452134,56,1254.39,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00220,420331831,420078499#1,420331831 -1126339777#1 -1126339777#0 913009312#1 913009312#2 913009312#3 913009312#4 913009312#5 913009312#6 913009312#7 913009312#8 913009312#9 913009312#10 -180368918#8 -180368918#7 -180368918#6 -180368918#5 -180368918#3 -180368918#0 -800229255 -578313748#2 -578313748#0 174870621#0 174870621#2 174870621#4 174870621#5 174870621#6 174870621#7 174870621#8 174870621#9 174870621#10 218684411#0 218684411#1 218684411#2 218684411#3 218684411#4 218684411#5 218684411#6 218684411#7 -381807695#0 420080607#1 229028006#2 229028006#4 229028006#5 229028006#6 229028006#8 229028006#9 229028006#10 229028006#11 229028006#12 381809117#0 381809117#1 381809117#2 381809117#3 381809117#4 381809117#5 381809117#6 381809117#7 420078497#3 420078497#4 420078497#5 420078499#1,62,1260.74,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00221,416175113,788674849,416175113 229028022#3 229028022#4 229028022#5 229028022#6 180192153#6 180192153#7 180192153#8 180192153#9 180192153#10 180192153#11 180192153#12 180192150 517323577#0 517323577#1 1455543605 1455543604 1455543603 1455543602 1455543601 1455543599 1455543598 1455543596 1455543595 229027560#0 229027560#1 229027560#2 788674849,28,1265.66,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00222,-821107999#1,-464154090,-821107999#1 899373686#4 899373686#5 -183272613#1 -183272613#0 -176728952#3 -176728952#2 -176728952#1 -821108007 176728955#8 -480233462#1 -480233462#0 480233463#0 480233463#1 480233463#2 480233463#3 516948898#8 516948898#9 516948898#10 516948898#11 1214479816#0 1214479816#1 1214479816#2 1214479816#3 1214479816#4 1214479811 1392913187#0 1392913187#1 1392913188 1392913189 1392913190 1392913191 238545096#0 238545096#1 238545096#2 37401486#22 -1244243646#0 447956867#1 447956867#2 464154085#0 464154085#1 464154087#0 464154089#0 -464154090,44,1272.02,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00223,379584855#2,-1054180193#0,379584855#2 -416206250#2 -416206250#1 -416206250#0 -379584836 -1455241698#1 -263590234 1455241701#0 183521053#0 183521053#1 1455185840#2 1455185840#4 1455210367#1 1455210363#0 1455210370 1455210361#0 1455210361#1 1455210361#2 1455210361#3 1455210357 1455210358 1455210359 899856672#0 899856672#1 -229028000#11 -381809121#1 -381809121#0 -229028024#3 -229028024#1 -229028024#0 899856672#3 899856672#4 218781562#1 899499299 899499300 899499301#0 899499301#3 908057245 899499302 -519060520#0 -899499304#1 -899499304#0 -519060521 -922996665#4 -922996665#2 -922996665#1 -922996665#0 -922996664 -922996666 -1102479447#1 -1102479447#0 -519068801#5 -519068801#4 -519068801#3 -519068801#2 -519068801#1 -519068801#0 -37400351#3 -37400351#2 381793820#0 381793828#0 779239885 -37400351#0 -911525664#1 -379966003#2 -379966003#1 -379966003#0 519060519#0 519060519#1 519060519#2 519060519#3 913954388#1 -1054180193#0,73,1278.37,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00224,381570309#3,377333844,381570309#3 420310508#4 381570303#3 381570303#4 420309398#0 420309398#1 -381458583#6 -381458583#5 381458593 -218910324#3 -519097167#1 -519097167#0 -381741961#1 -381741961#0 -413106892 381746310 -381741957#1 -381741957#0 519097163#0 519097163#1 519097163#2 -1392679411 219076111#0 219076111#1 219076111#2 219076111#3 582839862#0 582839862#1 377333811#0 377333844,30,1284.72,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00225,620604513#0,117784411#1,620604513#0 395466460#0 395466460#1 395466460#2 620604512#0 620604512#1 620604512#2 620604512#3 1378880611 464233647#1 -464233648#1 -464233648#0 773066532#1 516388936#3 516388936#4 480233462#0 480233462#1 480233462#3 1424068313#1 1424068313#2 1424068313#3 1424068313#4 1424068313#5 619147731 539136610#0 908622900#0 908622900#1 -198564935#3 -198564935#2 -198564935#0 198564933 198564930 218923160#0 218923160#1 218923160#2 218923160#3 218923160#4 219096264 198564925#0 198564925#1 198564925#2 198564925#3 198564925#4 198564925#5 782892488#2 782892488#3 782892488#4 782892488#5 184083183#0 184083183#1 184083183#2 184083183#3 184083183#4 184083183#5 184083183#6 218923184 1456115805 1381133418 117784417#2 117784417#3 -420348553 117784418#2 117784411#1,63,1291.08,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00226,-37400066#0,1455524947#1,-37400066#0 -83339285#5 -83339285#4 -83339285#3 -83339285#2 -83339285#1 -83339285#0 -381737978#2 381746718 -381746720 -381746719 -340373565#3 -340373565#2 -340373565#1 420097204#1 381746717 -218960895#1 -218960895#0 -183272309#13 -183272309#12 -183272309#10 -183272309#9 -183272309#8 -183272309#7 -183272309#6 -183272309#4 -420319848#7 -420319848#5 -420319848#4 -420319848#3 -420319848#2 381452175#0 381452175#1 381452175#2 381452175#3 -381452122#3 913009312#9 913009312#10 -218923171#5 183272621 -1455518729#7 -1455518729#6 -1455518729#5 -1455518729#4 -1455518729#2 -327035700#1 -327035700#0 591142225#0 591142225#1 1455518727#1 1455518727#2 117784416 1455524947#0 1455524947#1,54,1297.43,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00227,379598611#1,-318883568,379598611#1 703307925 -310911143#1 -310911143#0 -310909619#2 -310909619#1 -379598675 416209832 -379598702#0 -703247074#1 -703247074#0 -379584848#4 -379584827#1 379584843 -379584835#4 -379584861#0 -416206250#0 -379584836 -1455241698#1 -263590234 1455241701#0 1455241701#1 1455240793#0 1455240793#1 1455240793#2 1455240793#3 1455240793#4 183521201#1 379589803#0 379589803#1 379589801#0 379589801#1 379589801#2 379589801#3 -318883568,35,1303.78,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00228,381807723#0,-229028339#1,381807723#0 381807723#2 788411960#0 788411960#1 788411960#2 788411960#3 788411961#0 -420078498#4 -420078498#3 -420078498#2 -420078498#1 229028334#5 229028334#6 420078497#3 420078497#4 420078497#5 -229028339#1,17,1310.13,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00229,420097199#0,908694578#3,420097199#0 -381746721 -420097197#0 -381746452#3 -381746452#2 -381746452#1 -381746452#0 -218960891#3 -381452099 -381452140#0 381452120#3 381452120#5 381452120#6 -183272309#6 -183272309#4 -420319848#7 -420319848#5 -420319848#4 -420319848#3 -420319848#2 -420319848#1 -420319848#0 381452132 -420331825#4 -420331825#3 -420331825#2 -420331825#1 -420331825#0 913006754#9 1455512067 428260110 381453328#0 -381453321#4 -381453321#2 -381453321#1 381453320#1 -420348556#2 -420348556#1 -420348556#0 381453325#1 -198564928#25 -198564928#24 -198564928#21 -198564928#20 -198564928#19 -198564928#18 -198564928#17 -198564928#16 -198564928#15 -198564928#14 -198564928#13 -198564928#12 -198564928#11 -198564928#10 -198564928#8 -198564928#7 -198564928#6 -198564928#5 1205679418#11 1205679418#12 1205679418#14 329995230#0 228795478#0 228795478#1 228795478#2 913565824#9 913565824#10 913565824#11 908694578#0 908694578#1 908694578#2 908694578#3,72,1316.49,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00230,1113247891#6,464770445#0,1113247891#6 -368834998#9 -368834998#8 -368834998#7 -377373577#7 -377373577#6 -377373577#5 -377373577#4 -377373577#2 -377373577#1 -377373577#0 331953294#3 377373670#0 377373670#1 377373670#2 331953288#6 331953288#7 377373635 464380979#1 516169312#12 516169312#13 516169312#14 499417661#0 837752063#1 837752063#2 837752066#0 837752066#1 585352850#3 585352851#0 585352851#1 218707545 619137615#0 619137615#1 619137615#3 619137615#4 464447942#0 244477705#2 244477705#3 244477705#4 244477705#5 244477705#6 244477705#7 244477705#8 -344898677#10 -344898677#7 -344898677#5 -344898677#4 -344898677#3 -344898677#1 -344898677#0 464458362#0 464458362#1 -244477714#2 -244477714#1 -244477714#0 526967879#3 580350029#0 580350029#1 -351672107#4 -351672107#3 -351672107#2 -351672107#1 464770445#0,63,1322.84,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00231,-767644535,233651332#0,-767644535 767644534#1 782892491#1 420383143#0 420383143#1 228795477#2 228795477#3 228795463#0 228795463#1 228795463#3 228795463#4 219696192#7 219696192#9 824132484#1 824132486 420383141#0 420383141#1 -506162633 517641026#0 517641026#1 517641026#2 517641026#3 517641017#0 517641017#1 517641017#2 517641017#3 -184444067#6 233651332#0,28,1329.19,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00232,-228795463#0,-381452104#0,-228795463#0 228795477#5 228795477#6 228795474#1 228795474#2 228795463#3 228795463#4 198564928#10 198564928#11 198564928#12 198564928#13 198564928#14 198564928#15 198564928#16 198564928#17 198564928#18 198564928#19 198564928#20 198564928#21 198564928#24 198564928#25 198564928#26 198564928#27 198564928#28 -1455518728 -428260116#1 -428260116#0 -1455512067 -913006754#9 420331825#0 420331825#1 420331825#2 420331825#3 420331825#4 -913009312#4 117914343#0 381452104#0 381452104#1 -420319840#1 -420319840#0 -381452174#0 -381452104#0,42,1335.55,expanded_map_background_distributed_boundary
