method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
BO,20260607,36,3,6,bo_r36_003_tl49_dt32_ge40_qr91_tau78,49,32,40,0.91,0.78,0.00,490.82,1000044.62,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2800,0,19,220.31,162.50,278.12,27.56,27.48,ei,,,23.02,6.58,4.47,5.59,4.64,23.02,9.61,23.02,8.98,3.13627257,5,0.835083
BO,20260607,36,4,6,bo_r36_004_tl57_dt37_ge41_qr82_tau79,57,37,41,0.82,0.79,0.00,496.63,1000045.15,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2510,1,17,234.92,132.21,337.64,26.01,25.94,ei,,,21.89,6.46,4.35,5.38,4.45,21.89,9.09,21.89,8.60,3.08580866,5,0.841461
BO,20260607,36,5,6,bo_r36_005_tl42_dt41_ge40_qr97_tau75,42,41,40,0.97,0.75,0.00,489.71,1000044.52,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1634,0,24,252.22,111.87,392.58,24.85,24.76,ei,,,19.89,5.56,3.79,4.80,3.96,19.89,8.25,19.89,7.71,2.99026544,5,0.800590
BO,20260607,36,6,6,bo_r36_006_tl56_dt40_ge41_qr87_tau72,56,40,41,0.87,0.72,0.00,500.37,1000045.49,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1685,1,19,246.62,119.62,373.62,24.77,24.68,ei,,,19.17,5.75,3.84,4.78,3.86,19.17,7.74,19.17,7.52,2.95321718,5,0.773693
BO,20260607,37,1,6,bo_r37_001_tl54_dt38_ge41_qr98_tau71,54,38,41,0.98,0.71,0.00,493.72,1000044.88,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2408,0,19,233.94,125.28,342.61,27.76,27.66,ei,,,21.82,6.45,4.33,5.40,4.39,21.82,8.88,21.82,8.54,3.08267192,5,0.785879
BO,20260607,37,2,6,bo_r37_002_tl43_dt37_ge41_qr85_tau75,43,37,41,0.85,0.75,0.00,496.63,1000045.15,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2510,1,17,232.63,132.02,333.24,26.92,26.82,ei,,,20.95,5.95,4.03,5.11,4.16,20.95,8.59,20.95,8.13,3.04213670,5,0.778098
BO,20260607,37,3,6,bo_r37_003_tl48_dt40_ge41_qr92_tau73,48,40,41,0.92,0.73,0.00,493.86,1000044.90,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2315,0,19,244.77,118.70,370.83,25.50,25.40,ei,,,19.93,5.76,3.89,4.89,3.98,19.93,8.14,19.93,7.76,2.99203743,5,0.781514
BO,20260607,37,4,6,bo_r37_004_tl47_dt31_ge40_qr100_tau76,47,31,40,1.0,0.76,0.00,491.89,1000044.72,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2805,0,19,222.95,171.09,274.81,24.60,24.53,ei,,,20.45,5.79,3.94,4.95,4.11,20.45,8.54,20.45,7.96,3.01795358,5,0.831179
BO,20260607,37,5,6,bo_r37_005_tl72_dt37_ge42_qr98_tau82,72,37,42,0.98,0.82,0.00,499.77,1000045.43,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2230,0,18,241.32,145.50,337.14,21.10,21.08,ei,,,19.93,6.03,4.06,4.90,4.15,19.93,8.47,19.93,7.92,2.99245799,5,0.944571
BO,20260607,37,6,6,bo_r37_006_tl51_dt38_ge39_qr100_tau78,51,38,39,1.0,0.78,0.00,491.46,1000044.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2493,0,22,255.45,128.10,382.79,20.79,20.74,ei,,,17.78,5.07,3.45,4.30,3.60,17.78,7.48,17.78,6.95,2.87828469,5,0.855487
BO,20260607,38,1,6,bo_r38_001_tl59_dt35_ge40_qr100_tau76,59,35,40,1.0,0.76,0.00,490.65,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2464,0,20,225.47,135.58,315.35,29.33,29.25,ei,,,25.01,7.38,4.98,6.14,5.09,25.01,10.42,25.01,9.84,3.21928159,5,0.852786
BO,20260607,38,2,6,bo_r38_002_tl59_dt37_ge41_qr95_tau78,59,37,41,0.95,0.78,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2287,0,19,230.52,131.55,329.49,27.87,27.80,ei,,,24.12,7.11,4.80,5.91,4.92,24.12,10.09,24.12,9.49,3.18291774,5,0.865455
BO,20260607,38,3,6,bo_r38_003_tl101_dt35_ge40_qr100_tau79,101,35,40,1.0,0.79,0.00,490.65,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2464,0,20,231.47,134.41,328.53,26.92,26.90,ei,,,25.99,8.53,5.64,6.60,5.54,25.99,10.87,25.99,10.53,3.25756078,5,0.965473
BO,20260607,38,4,6,bo_r38_004_tl51_dt41_ge41_qr97_tau75,51,41,41,0.97,0.75,0.00,494.01,1000044.91,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1541,0,22,249.94,115.89,383.99,24.62,24.55,ei,,,20.21,5.84,3.95,4.94,4.07,20.21,8.38,20.21,7.90,3.00637440,5,0.820916
BO,20260607,38,5,6,bo_r38_005_tl99_dt32_ge40_qr91_tau78,99,32,40,0.91,0.78,0.00,490.82,1000044.62,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2800,0,19,227.40,156.25,298.56,24.57,24.54,ei,,,22.85,7.56,4.98,5.84,4.85,22.85,9.46,22.85,9.25,3.12877103,5,0.929949
BO,20260607,38,6,6,bo_r38_006_tl39_dt42_ge41_qr100_tau76,39,42,41,1.0,0.76,0.00,494.01,1000044.91,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1491,0,22,255.87,113.87,397.87,23.55,23.47,ei,,,19.22,5.29,3.62,4.61,3.82,19.22,8.04,19.22,7.43,2.95573818,5,0.816058
BO,20260607,39,1,6,bo_r39_001_tl38_dt35_ge40_qr95_tau78,38,35,40,0.95,0.78,0.00,490.65,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2464,0,20,224.09,135.09,313.08,30.08,29.99,ei,,,24.76,6.77,4.65,5.92,4.92,24.76,10.39,24.76,9.57,3.20903857,5,0.822942
BO,20260607,39,2,6,bo_r39_002_tl25_dt39_ge41_qr94_tau70,25,39,41,0.94,0.7,0.00,493.72,1000044.88,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2363,0,19,239.10,120.41,357.79,26.92,26.79,ei,,,19.11,5.06,3.47,4.58,3.67,19.11,7.74,19.11,7.27,2.95046465,5,0.709966
BO,20260607,39,3,6,bo_r39_003_tl47_dt37_ge41_qr84_tau72,47,37,41,0.84,0.72,0.00,496.63,1000045.15,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2510,1,17,233.12,132.09,334.15,26.72,26.60,ei,,,20.05,5.84,3.92,4.95,3.98,20.05,8.08,20.05,7.80,2.99804613,5,0.750287
BO,20260607,39,4,6,bo_r39_004_tl40_dt31_ge40_qr90_tau77,40,31,40,0.9,0.77,0.00,500.24,1000045.48,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2685,1,16,221.01,172.45,269.58,25.72,25.63,ei,,,20.70,5.75,3.93,4.98,4.12,20.70,8.61,20.70,8.01,3.03008135,5,0.804897
BO,20260607,39,5,6,bo_r39_005_tl51_dt31_ge40_qr100_tau74,51,31,40,1.0,0.74,0.00,491.89,1000044.72,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2805,0,19,223.02,171.36,274.69,24.52,24.44,ei,,,20.02,5.79,3.92,4.89,4.03,20.02,8.29,20.02,7.82,2.99693700,5,0.816768
BO,20260607,39,6,6,bo_r39_006_tl49_dt42_ge41_qr99_tau70,49,42,41,0.99,0.7,0.00,494.01,1000044.91,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1487,0,22,255.86,114.02,397.70,23.52,23.42,ei,,,18.03,5.25,3.53,4.44,3.59,18.03,7.31,18.03,7.03,2.89209560,5,0.766631
BO,20260607,40,1,6,bo_r40_001_tl60_dt36_ge40_qr86_tau76,60,36,40,0.86,0.76,0.00,502.50,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2190,1,19,229.00,129.39,328.61,28.92,28.83,ei,,,23.74,7.12,4.77,5.88,4.82,23.74,9.75,23.74,9.35,3.16717461,5,0.820793
BO,20260607,40,2,6,bo_r40_002_tl54_dt32_ge40_qr97_tau75,54,32,40,0.97,0.75,0.00,490.82,1000044.62,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2800,0,19,221.03,162.09,279.98,27.16,27.08,ei,,,22.43,6.55,4.42,5.50,4.53,22.43,9.29,22.43,8.79,3.11055603,5,0.825970
BO,20260607,40,3,6,bo_r40_003_tl58_dt34_ge41_qr91_tau77,58,34,41,0.91,0.77,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2340,0,17,224.17,154.25,294.09,26.60,26.53,ei,,,22.45,6.64,4.47,5.52,4.57,22.45,9.32,22.45,8.83,3.11122467,5,0.843829
BO,20260607,40,4,6,bo_r40_004_tl101_dt33_ge40_qr92_tau79,101,33,40,0.92,0.79,0.00,490.34,1000044.58,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2805,0,19,227.75,147.78,307.72,25.97,25.94,ei,,,24.59,8.14,5.36,6.27,5.24,24.59,10.22,24.59,9.97,3.20217227,5,0.946854
BO,20260607,40,5,6,bo_r40_005_tl46_dt39_ge42_qr97_tau71,46,39,42,0.97,0.71,0.00,495.97,1000045.09,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2376,0,19,247.52,132.94,362.10,21.81,21.73,ei,,,16.82,4.84,3.27,4.13,3.35,16.82,6.85,16.82,6.54,2.82275204,5,0.771260
BO,20260607,40,6,6,bo_r40_006_tl58_dt44_ge40_qr100_tau76,58,44,40,1.0,0.76,0.00,489.71,1000044.52,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1645,0,24,270.98,111.51,430.44,20.90,20.85,ei,,,17.73,5.21,3.52,4.35,3.61,17.73,7.38,17.73,6.97,2.87526034,5,0.848277
BO,20260607,41,1,6,bo_r41_001_tl71_dt36_ge40_qr100_tau77,71,36,40,1.0,0.77,0.00,491.08,1000044.64,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2466,0,20,229.42,129.33,329.52,28.75,28.70,ei,,,25.48,7.78,5.21,6.32,5.27,25.48,10.64,25.48,10.12,3.23806942,5,0.886263
BO,20260607,41,2,6,bo_r41_002_tl101_dt33_ge41_qr86_tau81,101,33,41,0.86,0.81,0.00,498.95,1000045.36,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2415,1,16,232.76,155.02,310.51,22.34,22.33,ei,,,21.40,7.07,4.66,5.45,4.56,21.40,8.92,21.40,8.68,3.06327938,5,0.957704
BO,20260607,41,3,6,bo_r41_003_tl43_dt37_ge42_qr98_tau78,43,37,42,0.98,0.78,0.00,499.77,1000045.43,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2230,0,18,239.21,144.60,333.83,21.98,21.92,ei,,,18.59,5.18,3.55,4.46,3.73,18.59,7.83,18.59,7.22,2.92254334,5,0.845548
BO,20260607,41,4,6,bo_r41_004_tl58_dt43_ge41_qr92_tau77,58,43,41,0.92,0.77,0.00,494.01,1000044.91,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1462,0,22,263.80,115.16,412.45,21.55,21.49,ei,,,18.18,5.37,3.62,4.47,3.70,18.18,7.55,18.18,7.15,2.90049784,5,0.843617
BO,20260607,41,5,6,bo_r41_005_tl82_dt35_ge39_qr97_tau73,82,35,39,0.97,0.73,0.00,491.18,1000044.65,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2525,0,20,246.24,142.70,349.79,20.19,20.14,ei,,,17.22,5.52,3.65,4.37,3.58,17.22,7.03,17.22,6.89,2.84603385,5,0.852974
BO,20260607,41,6,6,bo_r41_006_tl38_dt40_ge39_qr85_tau74,38,40,39,0.85,0.74,0.00,498.85,1000045.35,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2163,1,19,265.21,123.02,407.41,19.73,19.65,ei,,,14.81,4.12,2.80,3.59,2.91,14.81,6.03,14.81,5.71,2.69502867,5,0.750241
BO,20260607,42,1,6,bo_r42_001_tl49_dt36_ge40_qr100_tau70,49,36,40,1.0,0.7,0.00,491.08,1000044.64,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2466,0,20,227.84,128.27,327.41,29.64,29.52,ei,,,22.75,6.61,4.45,5.60,4.53,22.75,9.24,22.75,8.86,3.12456760,5,0.767522
BO,20260607,42,2,6,bo_r42_002_tl56_dt39_ge41_qr83_tau79,56,39,41,0.83,0.79,0.00,496.63,1000045.15,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2426,1,17,243.29,123.38,363.20,24.99,24.92,ei,,,21.02,6.18,4.17,5.16,4.27,21.02,8.74,21.02,8.26,3.04561677,5,0.841383
BO,20260607,42,3,6,bo_r42_003_tl63_dt41_ge40_qr91_tau76,63,41,40,0.91,0.76,0.00,489.71,1000044.52,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1634,0,24,253.25,112.81,393.69,24.40,24.33,ei,,,20.42,6.15,4.12,5.06,4.17,20.42,8.42,20.42,8.06,3.01650218,5,0.837034
BO,20260607,42,4,6,bo_r42_004_tl59_dt43_ge41_qr100_tau77,59,43,41,1.0,0.77,0.00,494.01,1000044.91,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1462,0,22,262.58,113.85,411.31,22.06,22.01,ei,,,19.08,5.61,3.79,4.67,3.89,19.08,7.98,19.08,7.51,2.94861395,5,0.864714
BO,20260607,42,5,6,bo_r42_005_tl64_dt42_ge41_qr85_tau72,64,42,41,0.85,0.72,0.00,500.71,1000045.52,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1669,1,19,260.04,116.99,403.10,21.98,21.90,ei,,,17.22,5.32,3.53,4.34,3.50,17.22,6.93,17.22,6.81,2.84611212,5,0.783491
BO,20260607,42,6,6,bo_r42_006_tl46_dt39_ge39_qr83_tau75,46,39,39,0.83,0.75,0.00,502.80,1000045.71,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2151,1,17,260.85,125.41,396.29,20.14,20.06,ei,,,15.54,4.46,3.01,3.81,3.09,15.54,6.34,15.54,6.04,2.74369282,5,0.771910
BO,20260607,43,1,6,bo_r43_001_tl58_dt37_ge41_qr100_tau72,58,37,41,1.0,0.72,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2287,0,19,230.24,130.59,329.88,28.17,28.08,ei,,,22.81,6.80,4.56,5.65,4.62,22.81,9.34,22.81,8.96,3.12703618,5,0.809558
BO,20260607,43,2,6,bo_r43_002_tl67_dt32_ge40_qr79_tau74,67,32,40,0.79,0.74,0.00,500.24,1000045.48,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2676,1,16,225.53,156.47,294.59,25.49,25.40,ei,,,20.30,6.32,4.19,5.12,4.14,20.30,8.19,20.30,8.04,3.01058372,5,0.796435
BO,20260607,43,3,6,bo_r43_003_tl36_dt43_ge41_qr98_tau70,36,43,41,0.98,0.7,0.00,494.01,1000044.91,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1458,0,22,262.36,113.44,411.28,22.19,22.09,ei,,,16.40,4.54,3.09,3.98,3.21,16.40,6.66,16.40,6.31,2.79755343,5,0.739276
BO,20260607,43,4,6,bo_r43_004_tl43_dt39_ge42_qr96_tau76,43,39,42,0.96,0.76,0.00,495.97,1000045.09,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2376,0,19,247.77,133.34,362.21,21.66,21.59,ei,,,17.72,4.97,3.39,4.28,3.54,17.72,7.39,17.72,6.88,2.87495907,5,0.818168
BO,20260607,43,5,6,bo_r43_005_tl54_dt37_ge39_qr94_tau70,54,37,39,0.94,0.7,0.00,491.20,1000044.65,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2560,0,23,250.53,132.33,368.73,21.14,21.05,ei,,,16.04,4.77,3.19,3.99,3.21,16.04,6.45,16.04,6.28,2.77529971,5,0.759069
BO,20260607,43,6,6,bo_r43_006_tl66_dt40_ge39_qr89_tau77,66,40,39,0.89,0.77,0.00,498.85,1000045.35,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2163,1,19,264.51,122.63,406.38,19.95,19.89,ei,,,16.87,5.12,3.43,4.19,3.46,16.87,6.97,16.87,6.67,2.82580376,5,0.845966
BO,20260607,44,1,6,bo_r44_001_tl50_dt36_ge40_qr90_tau72,50,36,40,0.9,0.72,0.00,502.50,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2190,1,19,227.41,129.25,325.58,29.64,29.52,ei,,,22.74,6.65,4.47,5.62,4.54,22.74,9.22,22.74,8.87,3.12432422,5,0.767420
BO,20260607,44,2,6,bo_r44_002_tl55_dt37_ge41_qr95_tau70,55,37,41,0.95,0.7,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2287,0,19,230.00,130.88,329.13,28.21,28.10,ei,,,21.72,6.49,4.34,5.41,4.36,21.72,8.77,21.72,8.51,3.07814659,5,0.769866
BO,20260607,44,3,6,bo_r44_003_tl28_dt32_ge40_qr84_tau70,28,32,40,0.84,0.7,0.00,500.24,1000045.48,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2676,1,16,221.59,158.43,284.75,27.38,27.24,ei,,,18.91,5.11,3.48,4.58,3.63,18.91,7.54,18.91,7.21,2.93952674,5,0.690439
BO,20260607,44,4,6,bo_r44_004_tl40_dt31_ge40_qr100_tau70,40,31,40,1.0,0.7,0.00,491.89,1000044.72,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2805,0,19,222.48,168.76,276.20,25.25,25.14,ei,,,18.98,5.33,3.62,4.62,3.74,18.98,7.72,18.98,7.34,2.94358154,5,0.751897
BO,20260607,44,5,6,bo_r44_005_tl47_dt31_ge40_qr96_tau77,47,31,40,0.96,0.77,0.00,491.89,1000044.72,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2805,0,19,221.67,173.00,270.35,25.19,25.11,ei,,,20.97,5.94,4.05,5.07,4.21,20.97,8.76,20.97,8.17,3.04304490,5,0.832579
BO,20260607,44,6,6,bo_r44_006_tl42_dt32_ge41_qr93_tau72,42,32,41,0.93,0.72,0.00,495.78,1000045.07,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2907,0,18,223.54,172.94,274.15,23.95,23.85,ei,,,18.29,5.19,3.51,4.46,3.62,18.29,7.46,18.29,7.09,2.90651341,5,0.763852
BO,20260607,45,1,6,bo_r45_001_tl34_dt35_ge40_qr100_tau73,34,35,40,1.0,0.73,0.00,490.65,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2464,0,20,224.89,133.64,316.14,29.96,29.84,ei,,,23.14,6.29,4.31,5.55,4.54,23.14,9.56,23.14,8.90,3.14163268,5,0.772353
BO,20260607,45,2,6,bo_r45_002_tl59_dt33_ge40_qr93_tau76,59,33,40,0.93,0.76,0.00,490.34,1000044.58,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2805,0,19,220.95,152.61,289.30,28.70,28.61,ei,,,24.01,7.13,4.80,5.92,4.88,24.01,9.94,24.01,9.44,3.17830125,5,0.836566
BO,20260607,45,3,6,bo_r45_003_tl58_dt38_ge40_qr100_tau81,58,38,40,1.0,0.81,0.00,490.49,1000044.59,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2438,0,21,236.71,119.63,353.80,27.89,27.85,ei,,,25.24,7.31,4.97,6.12,5.17,25.24,10.73,25.24,9.92,3.22860939,5,0.905018
BO,20260607,45,4,6,bo_r45_004_tl67_dt38_ge40_qr99_tau75,67,38,40,0.99,0.75,0.00,490.49,1000044.59,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2438,0,21,236.84,119.51,354.16,27.88,27.80,ei,,,23.80,7.23,4.84,5.91,4.88,23.80,9.85,23.80,9.42,3.16955847,5,0.853694
BO,20260607,45,5,6,bo_r45_005_tl41_dt34_ge41_qr98_tau74,41,34,41,0.98,0.74,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2340,0,17,222.54,152.19,292.90,27.85,27.75,ei,,,22.15,6.19,4.22,5.36,4.40,22.15,9.17,22.15,8.58,3.09803802,5,0.795374
BO,20260607,45,6,6,bo_r45_006_tl58_dt39_ge41_qr90_tau82,58,39,41,0.9,0.82,0.00,496.63,1000045.15,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2426,1,17,240.57,122.56,358.59,26.00,25.96,ei,,,23.27,6.78,4.60,5.66,4.76,23.27,9.85,23.27,9.15,3.14725060,5,0.894978
BO,20260607,46,1,6,bo_r46_001_tl52_dt37_ge40_qr95_tau80,52,37,40,0.95,0.8,0.00,490.62,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2443,0,21,231.39,124.03,338.76,28.99,28.93,ei,,,25.25,7.22,4.92,6.11,5.12,25.25,10.66,25.25,9.88,3.22889370,5,0.870924
BO,20260607,46,2,6,bo_r46_002_tl64_dt39_ge41_qr100_tau79,64,39,41,1.0,0.79,0.00,493.72,1000044.88,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2363,0,19,239.57,121.66,357.47,26.52,26.47,ei,,,23.79,7.07,4.77,5.83,4.89,23.79,10.03,23.79,9.40,3.16941764,5,0.897362
BO,20260607,46,3,6,bo_r46_003_tl35_dt41_ge41_qr100_tau76,35,41,41,1.0,0.76,0.00,494.01,1000044.91,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1541,0,22,249.77,115.02,384.52,24.84,24.76,ei,,,20.09,5.44,3.74,4.79,3.98,20.09,8.41,20.09,7.74,3.00033130,5,0.808759
BO,20260607,46,4,6,bo_r46_004_tl97_dt42_ge41_qr100_tau81,97,42,41,1.0,0.81,0.00,494.01,1000044.91,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1491,0,22,259.63,115.34,403.93,22.40,22.39,ei,,,21.97,7.10,4.71,5.53,4.67,21.97,9.27,21.97,8.88,3.08984440,5,0.981103
BO,20260607,46,5,6,bo_r46_005_tl19_dt38_ge40_qr58_tau83,19,38,40,0.58,0.83,0.00,502.50,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2130,1,19,261.10,123.80,398.39,20.40,20.31,ei,,,15.35,3.93,2.73,3.61,2.96,15.35,6.37,15.35,5.83,2.73093811,5,0.752222
BO,20260607,46,6,6,bo_r46_006_tl43_dt34_ge39_qr91_tau75,43,34,39,0.91,0.75,0.00,491.50,1000044.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2522,0,20,241.47,150.74,332.19,19.99,19.92,ei,,,15.73,4.43,3.01,3.82,3.13,15.73,6.48,15.73,6.10,2.75561629,5,0.786869
BO,20260607,47,1,6,bo_r47_001_tl42_dt34_ge40_qr80_tau73,42,34,40,0.8,0.73,0.00,502.44,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2244,1,17,225.37,141.80,308.95,28.22,28.09,ei,,,20.88,5.96,4.02,5.13,4.11,20.88,8.41,20.88,8.09,3.03856644,5,0.739821
BO,20260607,47,2,6,bo_r47_002_tl66_dt34_ge41_qr90_tau77,66,34,41,0.9,0.77,0.00,500.36,1000045.49,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2325,1,16,225.19,153.79,296.59,26.14,26.07,ei,,,22.39,6.80,4.56,5.56,4.60,22.39,9.28,22.39,8.86,3.10871190,5,0.856607
BO,20260607,47,3,6,bo_r47_003_tl36_dt41_ge41_qr93_tau75,36,41,41,0.93,0.75,0.00,494.01,1000044.91,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1541,0,22,250.47,116.18,384.76,24.42,24.33,ei,,,19.12,5.24,3.59,4.60,3.77,19.12,7.91,19.12,7.37,2.95075404,5,0.782856
BO,20260607,47,4,6,bo_r47_004_tl57_dt32_ge41_qr92_tau76,57,32,41,0.92,0.76,0.00,495.78,1000045.07,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2907,0,18,224.96,174.38,275.55,22.83,22.77,ei,,,19.04,5.63,3.79,4.69,3.87,19.04,7.88,19.04,7.48,2.94666052,5,0.833912
BO,20260607,47,5,6,bo_r47_005_tl56_dt43_ge40_qr93_tau79,56,43,40,0.93,0.79,0.00,489.71,1000044.52,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1641,0,24,265.24,111.87,418.61,21.91,21.86,ei,,,18.87,5.49,3.72,4.60,3.84,18.87,7.91,18.87,7.40,2.93745556,5,0.860972
BO,20260607,47,6,6,bo_r47_006_tl47_dt40_ge39_qr97_tau76,47,40,39,0.97,0.76,0.00,488.37,1000044.40,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1699,0,25,263.82,122.21,405.43,20.16,20.10,ei,,,16.50,4.68,3.18,4.00,3.31,16.50,6.86,16.50,6.42,2.80313377,5,0.818117
BO,20260607,48,1,6,bo_r48_001_tl42_dt34_ge40_qr94_tau80,42,34,40,0.94,0.8,0.00,490.64,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2461,0,20,221.83,143.15,300.52,29.79,29.72,ei,,,25.34,7.01,4.81,6.06,5.08,25.34,10.71,25.34,9.83,3.23228631,5,0.850421
BO,20260607,48,2,6,bo_r48_002_tl59_dt34_ge40_qr93_tau77,59,34,40,0.93,0.77,0.00,490.64,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2461,0,20,222.25,143.76,300.74,29.46,29.38,ei,,,24.96,7.39,4.98,6.14,5.08,24.96,10.38,24.96,9.82,3.21733666,5,0.847276
BO,20260607,48,3,6,bo_r48_003_tl47_dt36_ge40_qr100_tau79,47,36,40,1.0,0.79,0.00,491.08,1000044.64,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2466,0,20,228.10,128.82,327.38,29.42,29.35,ei,,,25.38,7.13,4.88,6.10,5.12,25.38,10.73,25.38,9.89,3.23404774,5,0.862728
