input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_delay_A_sec,output_delay_N_sec,weight_A,weight_N,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_d_EMV_sec,measured_d_veh_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
BO,20260607,20,bo_r20_003_tl95_dt16_ge46_qr100_tau87,95,16,46,1.0,0.87,144.92,79.76,10.00,1.00,10:1,139.00,,,144.92,79.76,,0,17
BO,20260607,20,bo_r20_004_tl108_dt100_ge44_qr99_tau90,108,100,44,0.99,0.9,189.92,79.45,10.00,1.00,10:1,179.88,,,189.92,79.45,,0,28
BO,20260607,20,bo_r20_005_tl109_dt32_ge35_qr85_tau85,109,32,35,0.85,0.85,138.92,83.41,10.00,1.00,10:1,133.87,,,138.92,83.41,,0,21
BO,20260607,20,bo_r20_006_tl113_dt81_ge48_qr51_tau89,113,81,48,0.51,0.89,252.92,74.41,10.00,1.00,10:1,236.69,,,252.92,74.41,,0,28
BO,20260607,21,bo_r21_001_tl99_dt47_ge36_qr100_tau86,99,47,36,1.0,0.86,171.92,88.45,10.00,1.00,10:1,164.33,,,171.92,88.45,,0,26
BO,20260607,21,bo_r21_002_tl101_dt18_ge40_qr100_tau90,101,18,40,1.0,0.9,165.92,87.50,10.00,1.00,10:1,158.79,,,165.92,87.50,,0,19
BO,20260607,21,bo_r21_003_tl121_dt80_ge50_qr70_tau85,121,80,50,0.7,0.85,220.92,73.64,10.00,1.00,10:1,207.53,,,220.92,73.64,,0,27
BO,20260607,21,bo_r21_004_tl120_dt209_ge40_qr91_tau86,120,209,40,0.91,0.86,297.92,84.08,10.00,1.00,10:1,278.48,,,297.92,84.08,,0,35
BO,20260607,21,bo_r21_005_tl120_dt58_ge13_qr94_tau87,120,58,13,0.94,0.87,230.92,89.58,10.00,1.00,10:1,218.07,,,230.92,89.58,,0,50
BO,20260607,21,bo_r21_006_tl39_dt18_ge43_qr99_tau88,39,18,43,0.99,0.88,164.92,85.45,10.00,1.00,10:1,157.70,,,164.92,85.45,,0,19
BO,20260607,22,bo_r22_001_tl81_dt78_ge50_qr80_tau90,81,78,50,0.8,0.9,220.92,73.64,10.00,1.00,10:1,207.53,,,220.92,73.64,,0,27
BO,20260607,22,bo_r22_002_tl102_dt228_ge48_qr91_tau89,102,228,48,0.91,0.89,303.92,80.26,10.00,1.00,10:1,283.59,,,303.92,80.26,,0,32
BO,20260607,22,bo_r22_003_tl103_dt53_ge50_qr97_tau89,103,53,50,0.97,0.89,145.92,86.06,10.00,1.00,10:1,140.48,,,145.92,86.06,,0,21
BO,20260607,22,bo_r22_004_tl108_dt7_ge39_qr77_tau90,108,7,39,0.77,0.9,167.92,81.69,10.00,1.00,10:1,160.08,,,167.92,81.69,,0,17
BO,20260607,22,bo_r22_005_tl100_dt38_ge48_qr89_tau83,100,38,48,0.89,0.83,138.92,87.18,10.00,1.00,10:1,134.22,,,138.92,87.18,,0,19
BO,20260607,22,bo_r22_006_tl104_dt157_ge23_qr98_tau90,104,157,23,0.98,0.9,195.92,78.49,10.00,1.00,10:1,185.24,,,195.92,78.49,,0,38
BO,20260607,23,bo_r23_001_tl106_dt177_ge42_qr81_tau90,106,177,42,0.81,0.9,281.92,79.19,10.00,1.00,10:1,263.49,,,281.92,79.19,,0,31
BO,20260607,23,bo_r23_002_tl108_dt51_ge47_qr92_tau85,108,51,47,0.92,0.85,158.92,84.90,10.00,1.00,10:1,152.19,,,158.92,84.90,,0,22
BO,20260607,23,bo_r23_003_tl113_dt39_ge21_qr95_tau89,113,39,21,0.95,0.89,137.92,94.23,10.00,1.00,10:1,133.95,,,137.92,94.23,,0,31
BO,20260607,23,bo_r23_004_tl120_dt95_ge41_qr88_tau90,120,95,41,0.88,0.9,137.92,77.60,10.00,1.00,10:1,132.44,,,137.92,77.60,,0,26
BO,20260607,23,bo_r23_005_tl119_dt229_ge39_qr97_tau86,119,229,39,0.97,0.86,269.92,83.83,10.00,1.00,10:1,253.00,,,269.92,83.83,,0,33
BO,20260607,23,bo_r23_006_tl78_dt191_ge38_qr99_tau89,78,191,38,0.99,0.89,298.92,86.19,10.00,1.00,10:1,279.58,,,298.92,86.19,,0,35
BO,20260607,24,bo_r24_001_tl98_dt27_ge49_qr100_tau82,98,27,49,1.0,0.82,137.92,81.54,10.00,1.00,10:1,132.79,,,137.92,81.54,,0,17
BO,20260607,24,bo_r24_002_tl111_dt25_ge47_qr67_tau88,111,25,47,0.67,0.88,137.92,76.94,10.00,1.00,10:1,132.38,,,137.92,76.94,,0,17
BO,20260607,24,bo_r24_003_tl120_dt18_ge44_qr96_tau81,120,18,44,0.96,0.81,165.92,84.15,10.00,1.00,10:1,158.49,,,165.92,84.15,,0,19
BO,20260607,24,bo_r24_004_tl107_dt47_ge20_qr94_tau89,107,47,20,0.94,0.89,254.92,93.77,10.00,1.00,10:1,240.27,,,254.92,93.77,,0,41
BO,20260607,24,bo_r24_005_tl97_dt103_ge26_qr90_tau90,97,103,26,0.9,0.9,190.92,79.38,10.00,1.00,10:1,180.78,,,190.92,79.38,,0,35
BO,20260607,24,bo_r24_006_tl118_dt14_ge29_qr94_tau83,118,14,29,0.94,0.83,145.92,79.67,10.00,1.00,10:1,139.90,,,145.92,79.67,,0,18
BO,20260607,25,bo_r25_001_tl94_dt17_ge36_qr84_tau89,94,17,36,0.84,0.89,158.92,85.13,10.00,1.00,10:1,152.21,,,158.92,85.13,,0,19
BO,20260607,25,bo_r25_002_tl98_dt123_ge30_qr96_tau90,98,123,30,0.96,0.9,286.92,75.40,10.00,1.00,10:1,267.69,,,286.92,75.40,,0,40
BO,20260607,25,bo_r25_003_tl101_dt169_ge37_qr100_tau89,101,169,37,1.0,0.89,412.92,87.47,10.00,1.00,10:1,383.33,,,412.92,87.47,,0,40
BO,20260607,25,bo_r25_004_tl99_dt54_ge33_qr97_tau86,99,54,33,0.97,0.86,239.92,83.08,10.00,1.00,10:1,225.66,,,239.92,83.08,,0,32
BO,20260607,25,bo_r25_005_tl119_dt130_ge46_qr56_tau89,119,130,46,0.56,0.89,200.92,81.06,10.00,1.00,10:1,190.02,,,200.92,81.06,,0,26
BO,20260607,25,bo_r25_006_tl53_dt26_ge42_qr95_tau88,53,26,42,0.95,0.88,138.92,80.81,10.00,1.00,10:1,133.64,,,138.92,80.81,,0,18
BO,20260607,26,bo_r26_001_tl103_dt161_ge48_qr87_tau90,103,161,48,0.87,0.9,303.92,80.26,10.00,1.00,10:1,283.59,,,303.92,80.26,,0,32
BO,20260607,26,bo_r26_002_tl117_dt28_ge46_qr100_tau90,117,28,46,1.0,0.9,168.92,86.58,10.00,1.00,10:1,161.43,,,168.92,86.58,,0,21
BO,20260607,26,bo_r26_003_tl101_dt98_ge39_qr80_tau87,101,98,39,0.8,0.87,489.92,80.89,10.00,1.00,10:1,452.74,,,489.92,80.89,,0,45
BO,20260607,26,bo_r26_004_tl109_dt6_ge48_qr65_tau84,109,6,48,0.65,0.84,181.92,95.17,10.00,1.00,10:1,174.03,,,181.92,95.17,,0,18
BO,20260607,26,bo_r26_005_tl112_dt27_ge47_qr59_tau86,112,27,47,0.59,0.86,139.92,81.41,10.00,1.00,10:1,134.60,,,139.92,81.41,,0,18
BO,20260607,26,bo_r26_006_tl105_dt71_ge46_qr61_tau87,105,71,46,0.61,0.87,253.92,77.79,10.00,1.00,10:1,237.91,,,253.92,77.79,,0,28
BO,20260607,27,bo_r27_001_tl91_dt43_ge31_qr98_tau88,91,43,31,0.98,0.88,185.92,83.32,10.00,1.00,10:1,176.59,,,185.92,83.32,,0,30
BO,20260607,27,bo_r27_002_tl114_dt90_ge27_qr99_tau90,114,90,27,0.99,0.9,276.92,80.75,10.00,1.00,10:1,259.09,,,276.92,80.75,,0,40
BO,20260607,27,bo_r27_003_tl118_dt181_ge27_qr99_tau88,118,181,27,0.99,0.88,222.92,77.46,10.00,1.00,10:1,209.70,,,222.92,77.46,,0,38
BO,20260607,27,bo_r27_004_tl119_dt165_ge31_qr86_tau89,119,165,31,0.86,0.89,308.92,86.56,10.00,1.00,10:1,288.71,,,308.92,86.56,,0,39
BO,20260607,27,bo_r27_005_tl93_dt44_ge36_qr75_tau90,93,44,36,0.75,0.9,176.92,83.81,10.00,1.00,10:1,168.46,,,176.92,83.81,,0,29
BO,20260607,27,bo_r27_006_tl101_dt55_ge47_qr56_tau90,101,55,47,0.56,0.9,176.92,86.20,10.00,1.00,10:1,168.67,,,176.92,86.20,,0,22
BO,20260607,28,bo_r28_001_tl113_dt189_ge41_qr86_tau89,113,189,41,0.86,0.89,241.92,77.60,10.00,1.00,10:1,226.98,,,241.92,77.60,,0,32
BO,20260607,28,bo_r28_002_tl121_dt22_ge35_qr100_tau86,121,22,35,1.0,0.86,137.92,76.93,10.00,1.00,10:1,132.38,,,137.92,76.93,,0,17
BO,20260607,28,bo_r28_003_tl64_dt164_ge46_qr100_tau89,64,164,46,1.0,0.89,344.92,79.78,10.00,1.00,10:1,320.82,,,344.92,79.78,,0,32
BO,20260607,28,bo_r28_004_tl92_dt104_ge48_qr71_tau88,92,104,48,0.71,0.88,283.92,79.68,10.00,1.00,10:1,265.35,,,283.92,79.68,,0,28
BO,20260607,28,bo_r28_005_tl100_dt129_ge44_qr76_tau87,100,129,44,0.76,0.87,248.92,80.57,10.00,1.00,10:1,233.62,,,248.92,80.57,,0,29
BO,20260607,28,bo_r28_006_tl97_dt178_ge45_qr79_tau87,97,178,45,0.79,0.87,254.92,76.28,10.00,1.00,10:1,238.68,,,254.92,76.28,,0,27
BO,20260607,29,bo_r29_001_tl60_dt79_ge44_qr97_tau90,60,79,44,0.97,0.9,290.92,72.80,10.00,1.00,10:1,271.09,,,290.92,72.80,,0,33
BO,20260607,29,bo_r29_002_tl87_dt11_ge40_qr91_tau87,87,11,40,0.91,0.87,161.92,86.17,10.00,1.00,10:1,155.03,,,161.92,86.17,,0,17
BO,20260607,29,bo_r29_003_tl105_dt171_ge41_qr94_tau90,105,171,41,0.94,0.9,241.92,77.60,10.00,1.00,10:1,226.98,,,241.92,77.60,,0,32
BO,20260607,29,bo_r29_004_tl118_dt130_ge45_qr92_tau88,118,130,45,0.92,0.88,254.92,76.28,10.00,1.00,10:1,238.68,,,254.92,76.28,,0,27
BO,20260607,29,bo_r29_005_tl108_dt145_ge42_qr80_tau88,108,145,42,0.8,0.88,281.92,79.19,10.00,1.00,10:1,263.49,,,281.92,79.19,,0,31
BO,20260607,29,bo_r29_006_tl80_dt119_ge40_qr90_tau89,80,119,40,0.9,0.89,325.92,85.68,10.00,1.00,10:1,304.08,,,325.92,85.68,,0,37
BO,20260607,30,bo_r30_001_tl64_dt68_ge48_qr95_tau89,64,68,48,0.95,0.89,193.92,78.39,10.00,1.00,10:1,183.42,,,193.92,78.39,,0,24
BO,20260607,30,bo_r30_002_tl72_dt138_ge50_qr96_tau88,72,138,50,0.96,0.88,400.92,78.81,10.00,1.00,10:1,371.64,,,400.92,78.81,,0,34
BO,20260607,30,bo_r30_003_tl110_dt17_ge37_qr95_tau89,110,17,37,0.95,0.89,158.92,85.06,10.00,1.00,10:1,152.20,,,158.92,85.06,,0,19
BO,20260607,30,bo_r30_004_tl113_dt18_ge28_qr94_tau90,113,18,28,0.94,0.9,177.92,86.34,10.00,1.00,10:1,169.59,,,177.92,86.34,,0,21
BO,20260607,30,bo_r30_005_tl121_dt199_ge48_qr93_tau83,121,199,48,0.93,0.83,303.92,80.26,10.00,1.00,10:1,283.59,,,303.92,80.26,,0,32
BO,20260607,30,bo_r30_006_tl113_dt73_ge40_qr74_tau87,113,73,40,0.74,0.87,264.92,83.80,10.00,1.00,10:1,248.45,,,264.92,83.80,,0,31
BO,20260607,31,bo_r31_001_tl97_dt60_ge38_qr79_tau90,97,60,38,0.79,0.9,272.92,82.74,10.00,1.00,10:1,255.63,,,272.92,82.74,,0,33
BO,20260607,31,bo_r31_002_tl102_dt71_ge49_qr93_tau83,102,71,49,0.93,0.83,237.92,84.06,10.00,1.00,10:1,223.93,,,237.92,84.06,,0,27
BO,20260607,31,bo_r31_003_tl118_dt28_ge39_qr94_tau89,118,28,39,0.94,0.89,145.92,85.44,10.00,1.00,10:1,140.42,,,145.92,85.44,,0,20
BO,20260607,31,bo_r31_004_tl120_dt6_ge45_qr91_tau83,120,6,45,0.91,0.83,181.92,95.17,10.00,1.00,10:1,174.03,,,181.92,95.17,,0,18
BO,20260607,31,bo_r31_005_tl94_dt165_ge43_qr94_tau87,94,165,43,0.94,0.87,272.92,80.52,10.00,1.00,10:1,255.43,,,272.92,80.52,,0,33
BO,20260607,31,bo_r31_006_tl107_dt52_ge36_qr74_tau89,107,52,36,0.74,0.89,241.92,74.35,10.00,1.00,10:1,226.69,,,241.92,74.35,,0,31
BO,20260607,32,bo_r32_001_tl77_dt1_ge42_qr95_tau88,77,1,42,0.95,0.88,0.00,89.57,10.00,1.00,10:1,1000008.14,,,0.00,89.57,,0,17
BO,20260607,32,bo_r32_002_tl106_dt209_ge46_qr100_tau86,106,209,46,1.0,0.86,344.92,79.78,10.00,1.00,10:1,320.82,,,344.92,79.78,,0,32
BO,20260607,32,bo_r32_003_tl117_dt120_ge49_qr76_tau88,117,120,49,0.76,0.88,302.92,79.03,10.00,1.00,10:1,282.57,,,302.92,79.03,,0,31
BO,20260607,32,bo_r32_004_tl120_dt143_ge27_qr95_tau89,120,143,27,0.95,0.89,222.92,77.46,10.00,1.00,10:1,209.70,,,222.92,77.46,,0,38
BO,20260607,32,bo_r32_005_tl115_dt91_ge13_qr97_tau90,115,91,13,0.97,0.9,283.92,91.15,10.00,1.00,10:1,266.40,,,283.92,91.15,,0,58
BO,20260607,32,bo_r32_006_tl115_dt222_ge48_qr96_tau83,115,222,48,0.96,0.83,303.92,80.26,10.00,1.00,10:1,283.59,,,303.92,80.26,,0,32
BO,20260607,33,bo_r33_001_tl90_dt21_ge50_qr91_tau86,90,21,50,0.91,0.86,144.92,75.77,10.00,1.00,10:1,138.63,,,144.92,75.77,,0,17
BO,20260607,33,bo_r33_002_tl105_dt209_ge42_qr96_tau90,105,209,42,0.96,0.9,281.92,79.19,10.00,1.00,10:1,263.49,,,281.92,79.19,,0,31
BO,20260607,33,bo_r33_003_tl116_dt43_ge49_qr88_tau87,116,43,49,0.88,0.87,237.92,83.61,10.00,1.00,10:1,223.89,,,237.92,83.61,,0,26
BO,20260607,33,bo_r33_004_tl121_dt101_ge28_qr93_tau89,121,101,28,0.93,0.89,226.92,79.16,10.00,1.00,10:1,213.49,,,226.92,79.16,,0,34
BO,20260607,33,bo_r33_005_tl70_dt38_ge36_qr97_tau90,70,38,36,0.97,0.9,112.92,80.09,10.00,1.00,10:1,109.93,,,112.92,80.09,,0,22
BO,20260607,33,bo_r33_006_tl115_dt76_ge22_qr96_tau88,115,76,22,0.96,0.88,362.92,92.39,10.00,1.00,10:1,338.33,,,362.92,92.39,,0,54
BO,20260607,34,bo_r34_001_tl105_dt68_ge50_qr99_tau88,105,68,50,0.99,0.88,195.92,78.22,10.00,1.00,10:1,185.22,,,195.92,78.22,,0,24
BO,20260607,34,bo_r34_002_tl117_dt227_ge39_qr96_tau90,117,227,39,0.96,0.9,269.92,83.83,10.00,1.00,10:1,253.00,,,269.92,83.83,,0,33
BO,20260607,34,bo_r34_003_tl122_dt244_ge36_qr93_tau89,122,244,36,0.93,0.89,288.92,84.10,10.00,1.00,10:1,270.30,,,288.92,84.10,,0,34
BO,20260607,34,bo_r34_004_tl119_dt134_ge49_qr92_tau82,119,134,49,0.92,0.82,302.92,79.03,10.00,1.00,10:1,282.57,,,302.92,79.03,,0,31
BO,20260607,34,bo_r34_005_tl94_dt186_ge46_qr81_tau90,94,186,46,0.81,0.9,344.92,79.78,10.00,1.00,10:1,320.82,,,344.92,79.78,,0,32
BO,20260607,34,bo_r34_006_tl100_dt95_ge48_qr72_tau88,100,95,48,0.72,0.88,259.92,80.17,10.00,1.00,10:1,243.58,,,259.92,80.17,,0,30
BO,20260607,35,bo_r35_001_tl76_dt2_ge43_qr90_tau88,76,2,43,0.9,0.88,262.92,87.71,10.00,1.00,10:1,246.99,,,262.92,87.71,,0,17
BO,20260607,35,bo_r35_002_tl121_dt5_ge13_qr95_tau90,121,5,13,0.95,0.9,266.92,79.29,10.00,1.00,10:1,249.86,,,266.92,79.29,,0,20
BO,20260607,35,bo_r35_003_tl122_dt60_ge32_qr61_tau90,122,60,32,0.61,0.9,242.92,77.72,10.00,1.00,10:1,227.90,,,242.92,77.72,,0,34
BO,20260607,35,bo_r35_004_tl97_dt65_ge24_qr97_tau88,97,65,24,0.97,0.88,197.92,77.28,10.00,1.00,10:1,186.95,,,197.92,77.28,,0,35
BO,20260607,35,bo_r35_005_tl107_dt84_ge24_qr95_tau87,107,84,24,0.95,0.87,223.92,76.99,10.00,1.00,10:1,210.56,,,223.92,76.99,,0,40
BO,20260607,35,bo_r35_006_tl76_dt35_ge35_qr92_tau88,76,35,35,0.92,0.88,109.92,81.36,10.00,1.00,10:1,107.32,,,109.92,81.36,,0,22
BO,20260607,36,bo_r36_001_tl101_dt210_ge46_qr100_tau88,101,210,46,1.0,0.88,344.92,79.78,10.00,1.00,10:1,320.82,,,344.92,79.78,,0,32
BO,20260607,36,bo_r36_002_tl110_dt109_ge45_qr84_tau90,110,109,45,0.84,0.9,192.92,77.83,10.00,1.00,10:1,182.46,,,192.92,77.83,,0,27
BO,20260607,36,bo_r36_003_tl112_dt10_ge28_qr87_tau90,112,10,28,0.87,0.9,162.92,82.27,10.00,1.00,10:1,155.59,,,162.92,82.27,,0,18
BO,20260607,36,bo_r36_004_tl112_dt96_ge42_qr93_tau90,112,96,42,0.93,0.9,190.92,79.15,10.00,1.00,10:1,180.76,,,190.92,79.15,,0,28
BO,20260607,36,bo_r36_005_tl118_dt26_ge36_qr97_tau83,118,26,36,0.97,0.83,138.92,78.83,10.00,1.00,10:1,133.46,,,138.92,78.83,,0,19
BO,20260607,36,bo_r36_006_tl118_dt49_ge30_qr98_tau85,118,49,30,0.98,0.85,192.92,84.13,10.00,1.00,10:1,183.03,,,192.92,84.13,,0,29
BO,20260607,37,bo_r37_001_tl66_dt124_ge49_qr98_tau89,66,124,49,0.98,0.89,302.92,79.03,10.00,1.00,10:1,282.57,,,302.92,79.03,,0,31
BO,20260607,37,bo_r37_002_tl95_dt94_ge41_qr96_tau90,95,94,41,0.96,0.9,137.92,77.60,10.00,1.00,10:1,132.44,,,137.92,77.60,,0,26
BO,20260607,37,bo_r37_003_tl102_dt8_ge30_qr98_tau88,102,8,30,0.98,0.88,172.92,81.72,10.00,1.00,10:1,164.63,,,172.92,81.72,,0,18
BO,20260607,37,bo_r37_004_tl109_dt46_ge36_qr94_tau89,109,46,36,0.94,0.89,171.92,88.45,10.00,1.00,10:1,164.33,,,171.92,88.45,,0,25
BO,20260607,37,bo_r37_005_tl115_dt102_ge43_qr92_tau89,115,102,43,0.92,0.89,193.92,79.82,10.00,1.00,10:1,183.55,,,193.92,79.82,,0,30
BO,20260607,37,bo_r37_006_tl91_dt74_ge35_qr92_tau89,91,74,35,0.92,0.89,241.92,86.52,10.00,1.00,10:1,227.79,,,241.92,86.52,,0,34
BO,20260607,38,bo_r38_001_tl93_dt72_ge44_qr100_tau85,93,72,44,1.0,0.85,273.92,77.23,10.00,1.00,10:1,256.04,,,273.92,77.23,,0,29
BO,20260607,38,bo_r38_002_tl104_dt92_ge40_qr98_tau86,104,92,40,0.98,0.86,302.92,84.62,10.00,1.00,10:1,283.07,,,302.92,84.62,,0,33
BO,20260607,38,bo_r38_003_tl105_dt40_ge40_qr74_tau89,105,40,40,0.74,0.89,114.92,83.19,10.00,1.00,10:1,112.04,,,114.92,83.19,,0,22
BO,20260607,38,bo_r38_004_tl111_dt48_ge46_qr81_tau86,111,48,46,0.81,0.86,239.92,87.67,10.00,1.00,10:1,226.08,,,239.92,87.67,,0,25
BO,20260607,38,bo_r38_005_tl111_dt44_ge28_qr96_tau85,111,44,28,0.96,0.85,127.92,86.38,10.00,1.00,10:1,124.14,,,127.92,86.38,,0,29
BO,20260607,38,bo_r38_006_tl114_dt217_ge26_qr90_tau90,114,217,26,0.9,0.9,209.92,78.29,10.00,1.00,10:1,197.95,,,209.92,78.29,,0,37
BO,20260607,39,bo_r39_001_tl74_dt30_ge47_qr99_tau87,74,30,47,0.99,0.87,140.92,84.55,10.00,1.00,10:1,135.80,,,140.92,84.55,,0,18
BO,20260607,39,bo_r39_002_tl87_dt94_ge43_qr92_tau90,87,94,43,0.92,0.9,193.92,79.82,10.00,1.00,10:1,183.55,,,193.92,79.82,,0,30
BO,20260607,39,bo_r39_003_tl91_dt30_ge41_qr94_tau89,91,30,41,0.94,0.89,114.92,83.08,10.00,1.00,10:1,112.03,,,114.92,83.08,,0,18
BO,20260607,39,bo_r39_004_tl102_dt42_ge45_qr96_tau87,102,42,45,0.96,0.87,111.92,83.02,10.00,1.00,10:1,109.29,,,111.92,83.02,,0,19
BO,20260607,39,bo_r39_005_tl104_dt26_ge36_qr91_tau88,104,26,36,0.91,0.88,138.92,78.83,10.00,1.00,10:1,133.46,,,138.92,78.83,,0,19
BO,20260607,39,bo_r39_006_tl109_dt69_ge50_qr84_tau84,109,69,50,0.84,0.84,195.92,78.22,10.00,1.00,10:1,185.22,,,195.92,78.22,,0,24
BO,20260607,40,bo_r40_001_tl97_dt26_ge43_qr93_tau89,97,26,43,0.93,0.89,137.92,78.59,10.00,1.00,10:1,132.53,,,137.92,78.59,,0,17
BO,20260607,40,bo_r40_002_tl110_dt147_ge37_qr96_tau88,110,147,37,0.96,0.88,412.92,87.47,10.00,1.00,10:1,383.33,,,412.92,87.47,,0,40
BO,20260607,40,bo_r40_003_tl116_dt95_ge31_qr90_tau90,116,95,31,0.9,0.9,362.92,88.55,10.00,1.00,10:1,337.98,,,362.92,88.55,,0,43
BO,20260607,40,bo_r40_004_tl118_dt93_ge45_qr93_tau89,118,93,45,0.93,0.89,259.92,76.41,10.00,1.00,10:1,243.24,,,259.92,76.41,,0,29
BO,20260607,40,bo_r40_005_tl118_dt21_ge43_qr58_tau88,118,21,43,0.58,0.88,144.92,75.77,10.00,1.00,10:1,138.63,,,144.92,75.77,,0,18
BO,20260607,40,bo_r40_006_tl59_dt124_ge48_qr99_tau89,59,124,48,0.99,0.89,303.92,80.26,10.00,1.00,10:1,283.59,,,303.92,80.26,,0,32
BO,20260607,41,bo_r41_001_tl103_dt165_ge39_qr99_tau87,103,165,39,0.99,0.87,269.92,83.83,10.00,1.00,10:1,253.00,,,269.92,83.83,,0,33
BO,20260607,41,bo_r41_002_tl121_dt216_ge37_qr95_tau88,121,216,37,0.95,0.88,412.92,87.47,10.00,1.00,10:1,383.33,,,412.92,87.47,,0,40
BO,20260607,41,bo_r41_003_tl97_dt121_ge42_qr77_tau90,97,121,42,0.77,0.9,281.92,79.19,10.00,1.00,10:1,263.49,,,281.92,79.19,,0,31
BO,20260607,41,bo_r41_004_tl114_dt26_ge49_qr53_tau88,114,26,49,0.53,0.88,137.92,78.59,10.00,1.00,10:1,132.53,,,137.92,78.59,,0,17
BO,20260607,41,bo_r41_005_tl112_dt1_ge26_qr82_tau88,112,1,26,0.82,0.88,264.92,89.58,10.00,1.00,10:1,248.98,,,264.92,89.58,,0,18
BO,20260607,41,bo_r41_006_tl82_dt9_ge48_qr89_tau84,82,9,48,0.89,0.84,164.92,79.50,10.00,1.00,10:1,157.15,,,164.92,79.50,,0,18
BO,20260607,42,bo_r42_001_tl101_dt167_ge40_qr98_tau89,101,167,40,0.98,0.89,297.92,84.08,10.00,1.00,10:1,278.48,,,297.92,84.08,,0,35
BO,20260607,42,bo_r42_002_tl104_dt131_ge50_qr74_tau90,104,131,50,0.74,0.9,400.92,78.81,10.00,1.00,10:1,371.64,,,400.92,78.81,,0,34
BO,20260607,42,bo_r42_003_tl109_dt29_ge46_qr81_tau87,109,29,46,0.81,0.87,137.92,84.01,10.00,1.00,10:1,133.02,,,137.92,84.01,,0,19
BO,20260607,42,bo_r42_004_tl74_dt61_ge50_qr100_tau85,74,61,50,1.0,0.85,254.92,77.90,10.00,1.00,10:1,238.83,,,254.92,77.90,,0,27
BO,20260607,42,bo_r42_005_tl103_dt59_ge47_qr77_tau86,103,59,47,0.77,0.86,158.92,77.73,10.00,1.00,10:1,151.54,,,158.92,77.73,,0,24
BO,20260607,42,bo_r42_006_tl120_dt209_ge49_qr77_tau86,120,209,49,0.77,0.86,302.92,79.03,10.00,1.00,10:1,282.57,,,302.92,79.03,,0,31
BO,20260607,43,bo_r43_001_tl89_dt25_ge40_qr93_tau87,89,25,40,0.93,0.87,137.92,76.70,10.00,1.00,10:1,132.35,,,137.92,76.70,,0,17
BO,20260607,43,bo_r43_002_tl105_dt158_ge46_qr98_tau85,105,158,46,0.98,0.85,344.92,79.78,10.00,1.00,10:1,320.82,,,344.92,79.78,,0,32
BO,20260607,43,bo_r43_003_tl111_dt15_ge42_qr98_tau88,111,15,42,0.98,0.88,144.92,78.65,10.00,1.00,10:1,138.90,,,144.92,78.65,,0,17
BO,20260607,43,bo_r43_004_tl111_dt73_ge43_qr100_tau83,111,73,43,1.0,0.83,267.92,76.58,10.00,1.00,10:1,250.53,,,267.92,76.58,,0,31
BO,20260607,43,bo_r43_005_tl118_dt2_ge48_qr95_tau90,118,2,48,0.95,0.9,262.92,87.71,10.00,1.00,10:1,246.99,,,262.92,87.71,,0,17
BO,20260607,43,bo_r43_006_tl105_dt68_ge46_qr59_tau90,105,68,46,0.59,0.9,250.92,77.99,10.00,1.00,10:1,235.20,,,250.92,77.99,,0,28
BO,20260607,44,bo_r44_001_tl92_dt101_ge49_qr96_tau86,92,101,49,0.96,0.86,0.00,0.00,10.00,1.00,10:1,1000000.00,,,0.00,0.00,,0,32
BO,20260607,44,bo_r44_002_tl108_dt163_ge44_qr91_tau87,108,163,44,0.91,0.87,0.00,0.00,10.00,1.00,10:1,1000000.00,,,0.00,0.00,,0,29
BO,20260607,44,bo_r44_003_tl116_dt116_ge44_qr67_tau89,116,116,44,0.67,0.89,0.00,0.00,10.00,1.00,10:1,1000000.00,,,0.00,0.00,,0,27
BO,20260607,44,bo_r44_004_tl95_dt243_ge48_qr95_tau87,95,243,48,0.95,0.87,0.00,0.00,10.00,1.00,10:1,1000000.00,,,0.00,0.00,,0,32
BO,20260607,44,bo_r44_005_tl95_dt110_ge41_qr74_tau90,95,110,41,0.74,0.9,0.00,0.00,10.00,1.00,10:1,1000000.00,,,0.00,0.00,,0,29
BO,20260607,44,bo_r44_006_tl90_dt116_ge31_qr96_tau89,90,116,31,0.96,0.89,0.00,0.00,10.00,1.00,10:1,1000000.00,,,0.00,0.00,,0,39
BO,20260607,45,bo_r45_001_tl77_dt82_ge48_qr88_tau89,77,82,48,0.88,0.89,252.92,74.41,10.00,1.00,10:1,236.69,,,252.92,74.41,,0,28
BO,20260607,45,bo_r45_002_tl105_dt83_ge43_qr87_tau88,105,83,43,0.87,0.88,266.92,76.22,10.00,1.00,10:1,249.58,,,266.92,76.22,,0,34
BO,20260607,45,bo_r45_003_tl118_dt184_ge36_qr96_tau88,118,184,36,0.96,0.88,288.92,84.10,10.00,1.00,10:1,270.30,,,288.92,84.10,,0,34
BO,20260607,45,bo_r45_004_tl85_dt4_ge47_qr99_tau82,85,4,47,0.99,0.82,262.92,99.38,10.00,1.00,10:1,248.05,,,262.92,99.38,,0,17
BO,20260607,45,bo_r45_005_tl74_dt97_ge42_qr87_tau90,74,97,42,0.87,0.9,190.92,79.15,10.00,1.00,10:1,180.76,,,190.92,79.15,,0,28
